RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1828	02	02	Caledonian Mercury	0001	1828	02	01	Belfast News-Letter	0001
1828	02	02	Caledonian Mercury	0002	1828	02	01	Liverpool Mercury	0002
1828	02	02	Cobbett’s Weekly Political Register	0002	1828	02	02	Caledonian Mercury	0002
1828	02	02	Ipswich Journal	0001	1828	02	02	Caledonian Mercury	0002
1828	02	02	Ipswich Journal	0001	1828	02	02	Cobbett’s Weekly Political Register	0002
1828	02	02	Newcastle Courant	0002	1828	02	01	Belfast News-Letter	0002
1828	02	02	Newcastle Courant	0002	1828	02	02	Ipswich Journal	0004
1828	02	02	Newcastle Courant	0004	1828	02	02	Caledonian Mercury	0002
1828	02	03	Examiner	0004	1828	02	01	Liverpool Mercury	0002
1828	02	03	Examiner	0004	1828	02	02	Caledonian Mercury	0002
1828	02	03	Examiner	0004	1828	02	02	Cobbett’s Weekly Political Register	0002
1828	02	03	Examiner	0004	1828	02	02	Ipswich Journal	0001
1828	02	03	Examiner	0004	1828	02	02	Newcastle Courant	0004
1828	02	03	Examiner	0005	1828	02	02	Caledonian Mercury	0002
1828	02	04	Caledonian Mercury	0002	1828	02	01	Morning Chronicle	0003
1828	02	04	Hampshire/Portsmouth Telegraph	0002	1828	02	02	Caledonian Mercury	0002
1828	02	04	Hampshire/Portsmouth Telegraph	0002	1828	02	02	Leeds Mercury	0003
1828	02	04	Hampshire/Portsmouth Telegraph	0002	1828	02	03	Examiner	0004
1828	02	04	Bristol Mercury	0001	1828	02	02	Caledonian Mercury	0002
1828	02	04	Bristol Mercury	0001	1828	02	03	Examiner	0004
1828	02	04	Bristol Mercury	0002	1828	02	03	Examiner	0016
1828	02	04	Morning Chronicle	0001	1828	02	04	Hampshire/Portsmouth Telegraph	0004
1828	02	04	Morning Chronicle	0003	1828	02	04	Bristol Mercury	0002
1828	02	05	Belfast News-Letter	0001	1828	02	02	Caledonian Mercury	0002
1828	02	05	Belfast News-Letter	0001	1828	02	02	Cobbett’s Weekly Political Register	0002
1828	02	05	Belfast News-Letter	0001	1828	02	02	Ipswich Journal	0001
1828	02	05	Belfast News-Letter	0001	1828	02	02	Newcastle Courant	0004
1828	02	05	Belfast News-Letter	0001	1828	02	03	Examiner	0004
1828	02	05	Belfast News-Letter	0001	1828	02	04	Hampshire/Portsmouth Telegraph	0002
1828	02	05	Belfast News-Letter	0002	1828	02	04	Caledonian Mercury	0002
1828	02	05	Belfast News-Letter	0004	1828	02	02	Ipswich Journal	0002
1828	02	05	Belfast News-Letter	0004	1828	02	02	Ipswich Journal	0003
1828	02	05	Hull Packet	0001	1828	02	01	Liverpool Mercury	0002
1828	02	05	Hull Packet	0001	1828	02	02	Caledonian Mercury	0002
1828	02	05	Hull Packet	0001	1828	02	02	Cobbett’s Weekly Political Register	0002
1828	02	05	Hull Packet	0001	1828	02	02	Ipswich Journal	0001
1828	02	05	Hull Packet	0001	1828	02	02	Newcastle Courant	0004
1828	02	05	Hull Packet	0001	1828	02	03	Examiner	0004
1828	02	05	Hull Packet	0001	1828	02	04	Hampshire/Portsmouth Telegraph	0002
1828	02	05	Hull Packet	0001	1828	02	04	Bristol Mercury	0001
1828	02	05	Hull Packet	0001	1828	02	05	Belfast News-Letter	0001
1828	02	05	Hull Packet	0003	1828	02	02	Ipswich Journal	0003
1828	02	05	Hull Packet	0003	1828	02	02	Ipswich Journal	0004
1828	02	05	Hull Packet	0003	1828	02	02	Newcastle Courant	0002
1828	02	05	Hull Packet	0003	1828	02	05	Belfast News-Letter	0004
1828	02	05	Hull Packet	0004	1828	02	01	Morning Chronicle	0002
1828	02	05	Hull Packet	0004	1828	02	02	Caledonian Mercury	0002
1828	02	06	Aberdeen Journal	0004	1828	02	02	Caledonian Mercury	0002
1828	02	06	Aberdeen Journal	0004	1828	02	02	Ipswich Journal	0002
