RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1810	12	02	Examiner	0003	1810	12	01	Morning Chronicle	0002
1810	12	04	Hull Packet	0004	1810	12	01	Jackson’s Oxford Journal	0004
1810	12	05	Aberdeen Journal	0002	1810	12	01	Jackson’s Oxford Journal	0001
1810	12	05	Aberdeen Journal	0002	1810	12	01	Jackson’s Oxford Journal	0004
1810	12	05	Aberdeen Journal	0003	1810	12	01	Jackson’s Oxford Journal	0002
1810	12	06	Derby Mercury	0001	1810	12	01	Jackson’s Oxford Journal	0002
1810	12	06	Trewman’s Exeter Flying Post	0004	1810	12	04	Morning Chronicle	0002
1810	12	08	Jackson’s Oxford Journal	0001	1810	12	04	Morning Chronicle	0002
1810	12	08	Jackson’s Oxford Journal	0001	1810	12	06	Derby Mercury	0002
1810	12	08	Jackson’s Oxford Journal	0001	1810	12	06	Trewman’s Exeter Flying Post	0004
1810	12	08	Ipswich Journal	0004	1810	12	01	Jackson’s Oxford Journal	0004
1810	12	08	Ipswich Journal	0004	1810	12	04	Morning Chronicle	0002
1810	12	08	Ipswich Journal	0004	1810	12	06	Trewman’s Exeter Flying Post	0004
1810	12	08	Ipswich Journal	0004	1810	12	08	Jackson’s Oxford Journal	0001
1810	12	08	Ipswich Journal	0004	1810	12	08	Jackson’s Oxford Journal	0004
1810	12	10	Hampshire/Portsmouth Telegraph	0004	1810	12	04	Morning Chronicle	0002
1810	12	10	Hampshire/Portsmouth Telegraph	0004	1810	12	06	Trewman’s Exeter Flying Post	0004
1810	12	10	Hampshire/Portsmouth Telegraph	0004	1810	12	08	Jackson’s Oxford Journal	0001
1810	12	10	Hampshire/Portsmouth Telegraph	0004	1810	12	08	Ipswich Journal	0004
1810	12	11	Hull Packet	0004	1810	12	04	Morning Chronicle	0002
1810	12	11	Hull Packet	0004	1810	12	06	Trewman’s Exeter Flying Post	0004
1810	12	11	Hull Packet	0004	1810	12	08	Jackson’s Oxford Journal	0001
1810	12	11	Hull Packet	0004	1810	12	10	Hampshire/Portsmouth Telegraph	0004
1810	12	12	Aberdeen Journal	0002	1810	12	04	Morning Chronicle	0002
1810	12	12	Aberdeen Journal	0002	1810	12	06	Derby Mercury	0002
1810	12	12	Aberdeen Journal	0002	1810	12	06	Trewman’s Exeter Flying Post	0004
1810	12	12	Aberdeen Journal	0002	1810	12	08	Jackson’s Oxford Journal	0001
1810	12	12	Aberdeen Journal	0002	1810	12	08	Ipswich Journal	0004
1810	12	12	Aberdeen Journal	0002	1810	12	08	Leeds Mercury	0002
1810	12	12	Aberdeen Journal	0002	1810	12	10	Hampshire/Portsmouth Telegraph	0004
1810	12	12	Aberdeen Journal	0002	1810	12	11	Hull Packet	0004
1810	12	13	Derby Mercury	0001	1810	12	08	Ipswich Journal	0001
1810	12	15	Jackson’s Oxford Journal	0001	1810	12	13	Trewman’s Exeter Flying Post	0004
1810	12	15	Jackson’s Oxford Journal	0004	1810	12	13	Trewman’s Exeter Flying Post	0003
1810	12	19	Aberdeen Journal	0002	1810	12	15	Jackson’s Oxford Journal	0001
1810	12	19	Aberdeen Journal	0003	1810	12	13	Trewman’s Exeter Flying Post	0004
1810	12	19	Aberdeen Journal	0003	1810	12	15	Jackson’s Oxford Journal	0001
1810	12	20	Trewman’s Exeter Flying Post	0003	1810	12	20	Derby Mercury	0001
1810	12	22	Jackson’s Oxford Journal	0004	1810	12	20	Derby Mercury	0001
1810	12	22	Jackson’s Oxford Journal	0004	1810	12	20	Derby Mercury	0002
1810	12	22	Ipswich Journal	0001	1810	12	20	Derby Mercury	0002
1810	12	22	Ipswich Journal	0001	1810	12	22	Jackson’s Oxford Journal	0004
1810	12	22	Leeds Mercury	0002	1810	12	22	Jackson’s Oxford Journal	0002
