RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1833	10	02	Derby Mercury	0004	1833	10	01	North Wales Chronicle	0002
1833	10	03	Caledonian Mercury	0002	1833	10	01	Morning Chronicle	0002
1833	10	03	Caledonian Mercury	0002	1833	10	02	Morning Chronicle	0001
1833	10	03	Morning Chronicle	0004	1833	10	01	Freeman’s Journal	0003
1833	10	03	Trewman’s Exeter Flying Post	0001	1833	10	02	Derby Mercury	0004
1833	10	03	Trewman’s Exeter Flying Post	0002	1833	10	02	Derby Mercury	0002
1833	10	04	Freeman’s Journal	0004	1833	10	01	Morning Chronicle	0003
1833	10	04	Freeman’s Journal	0004	1833	10	01	Morning Chronicle	0004
1833	10	04	Liverpool Mercury	0002	1833	10	01	Freeman’s Journal	0004
1833	10	04	Liverpool Mercury	0002	1833	10	02	Derby Mercury	0002
1833	10	04	Liverpool Mercury	0003	1833	10	02	Derby Mercury	0004
1833	10	04	Liverpool Mercury	0005	1833	10	02	Derby Mercury	0004
1833	10	04	Belfast News-Letter	0002	1833	10	03	Freeman’s Journal	0004
1833	10	04	Belfast News-Letter	0004	1833	10	03	Freeman’s Journal	0004
1833	10	05	Caledonian Mercury	0002	1833	10	01	Freeman’s Journal	0004
1833	10	05	Caledonian Mercury	0002	1833	10	02	Morning Chronicle	0002
1833	10	05	Caledonian Mercury	0002	1833	10	03	Freeman’s Journal	0004
1833	10	05	Caledonian Mercury	0002	1833	10	03	Morning Chronicle	0004
1833	10	05	Caledonian Mercury	0002	1833	10	04	Freeman’s Journal	0003
1833	10	05	Caledonian Mercury	0002	1833	10	04	Belfast News-Letter	0002
1833	10	05	Cobbett’s Weekly Political Register	0028	1833	10	03	Morning Chronicle	0002
1833	10	05	Cobbett’s Weekly Political Register	0029	1833	10	03	Morning Chronicle	0002
1833	10	05	Cobbett’s Weekly Political Register	0030	1833	10	03	Morning Chronicle	0002
1833	10	05	Freeman’s Journal	0002	1833	10	03	Morning Chronicle	0004
1833	10	05	Freeman’s Journal	0002	1833	10	05	Caledonian Mercury	0002
1833	10	05	Freeman’s Journal	0003	1833	10	03	Morning Chronicle	0002
1833	10	05	Freeman’s Journal	0004	1833	10	01	Morning Chronicle	0003
1833	10	05	Preston Chronicle	0001	1833	10	01	North Wales Chronicle	0002
1833	10	05	Preston Chronicle	0001	1833	10	02	Derby Mercury	0004
1833	10	05	Preston Chronicle	0001	1833	10	03	Trewman’s Exeter Flying Post	0001
1833	10	05	Preston Chronicle	0002	1833	10	01	Freeman’s Journal	0003
1833	10	05	Preston Chronicle	0002	1833	10	02	Morning Chronicle	0004
1833	10	05	Preston Chronicle	0002	1833	10	03	Trewman’s Exeter Flying Post	0002
1833	10	05	Preston Chronicle	0003	1833	10	04	Liverpool Mercury	0006
1833	10	05	Preston Chronicle	0003	1833	10	04	Liverpool Mercury	0010
1833	10	05	Preston Chronicle	0004	1833	10	01	Morning Chronicle	0002
1833	10	05	Preston Chronicle	0004	1833	10	03	Caledonian Mercury	0002
1833	10	05	Preston Chronicle	0004	1833	10	03	Morning Chronicle	0002
1833	10	05	Preston Chronicle	0004	1833	10	03	Trewman’s Exeter Flying Post	0002
1833	10	05	Preston Chronicle	0004	1833	10	04	Freeman’s Journal	0003
1833	10	05	Preston Chronicle	0004	1833	10	04	Liverpool Mercury	0002
1833	10	05	Preston Chronicle	0004	1833	10	05	Freeman’s Journal	0003
1833	10	05	Bristol Mercury	0001	1833	10	02	Derby Mercury	0002
1833	10	05	Bristol Mercury	0001	1833	10	03	Caledonian Mercury	0002
1833	10	05	Bristol Mercury	0001	1833	10	03	Trewman’s Exeter Flying Post	0002
1833	10	05	Bristol Mercury	0001	1833	10	04	Liverpool Mercury	0002
1833	10	05	Bristol Mercury	0001	1833	10	05	Preston Chronicle	0004
1833	10	05	Bristol Mercury	0002	1833	10	02	Derby Mercury	0004
1833	10	05	Bristol Mercury	0002	1833	10	05	Preston Chronicle	0001
1833	10	05	Ipswich Journal	0001	1833	10	02	Derby Mercury	0004
1833	10	05	Ipswich Journal	0001	1833	10	05	Preston Chronicle	0001
1833	10	05	Ipswich Journal	0004	1833	10	01	Morning Chronicle	0003
1833	10	05	Ipswich Journal	0004	1833	10	02	Derby Mercury	0004
1833	10	05	Leeds Mercury	0002	1833	10	02	Derby Mercury	0004
1833	10	05	Leeds Mercury	0006	1833	10	04	Liverpool Mercury	0010
1833	10	05	Leeds Mercury	0006	1833	10	05	Preston Chronicle	0003
1833	10	05	Manchester Times	0001	1833	10	05	Preston Chronicle	0001
1833	10	05	Manchester Times	0004	1833	10	05	Bristol Mercury	0001
1833	10	05	Morning Chronicle	0002	1833	10	05	Manchester Times	0004
1833	10	05	Newcastle Courant	0002	1833	10	05	Ipswich Journal	0004
1833	10	05	Newcastle Courant	0003	1833	10	02	Derby Mercury	0004
1833	10	05	Newcastle Courant	0003	1833	10	05	Manchester Times	0001
1833	10	05	Newcastle Courant	0004	1833	10	02	Morning Chronicle	0001
1833	10	05	Newcastle Courant	0004	1833	10	03	Caledonian Mercury	0002
1833	10	05	Newcastle Courant	0004	1833	10	05	Preston Chronicle	0004
1833	10	06	Examiner	0002	1833	10	03	Morning Chronicle	0002
1833	10	06	Examiner	0002	1833	10	05	Cobbett’s Weekly Political Register	0030
1833	10	06	Examiner	0003	1833	10	05	Morning Chronicle	0003
1833	10	06	Examiner	0007	1833	10	04	Morning Chronicle	0003
1833	10	06	Examiner	0008	1833	10	04	Freeman’s Journal	0003
1833	10	06	Examiner	0009	1833	10	01	Morning Chronicle	0001
1833	10	06	Examiner	0009	1833	10	02	Morning Chronicle	0004
1833	10	06	Examiner	0010	1833	10	01	Morning Chronicle	0004
1833	10	06	Examiner	0010	1833	10	02	Morning Chronicle	0004
1833	10	06	Examiner	0010	1833	10	04	Freeman’s Journal	0004
1833	10	06	Examiner	0011	1833	10	01	Morning Chronicle	0004
1833	10	06	Examiner	0012	1833	10	05	Morning Chronicle	0003
1833	10	07	Caledonian Mercury	0001	1833	10	06	Examiner	0007
1833	10	07	Caledonian Mercury	0002	1833	10	06	Examiner	0008
1833	10	07	Freeman’s Journal	0002	1833	10	04	Morning Chronicle	0003
1833	10	07	Freeman’s Journal	0002	1833	10	06	Examiner	0007
1833	10	07	Freeman’s Journal	0002	1833	10	07	Caledonian Mercury	0002
1833	10	07	Freeman’s Journal	0003	1833	10	07	Caledonian Mercury	0002
1833	10	07	Freeman’s Journal	0004	1833	10	04	Morning Chronicle	0003
1833	10	07	Hampshire/Portsmouth Telegraph	0001	1833	10	03	Morning Chronicle	0002
1833	10	07	Hampshire/Portsmouth Telegraph	0001	1833	10	05	Freeman’s Journal	0003
1833	10	07	Hampshire/Portsmouth Telegraph	0001	1833	10	05	Preston Chronicle	0004
1833	10	07	Hampshire/Portsmouth Telegraph	0001	1833	10	05	Manchester Times	0001
1833	10	07	Morning Chronicle	0001	1833	10	06	Examiner	0015
1833	10	08	Freeman’s Journal	0004	1833	10	05	Morning Chronicle	0003
1833	10	08	Freeman’s Journal	0004	1833	10	06	Examiner	0003
1833	10	08	North Wales Chronicle	0001	1833	10	02	Derby Mercury	0004
1833	10	08	North Wales Chronicle	0001	1833	10	03	Trewman’s Exeter Flying Post	0004
1833	10	08	North Wales Chronicle	0001	1833	10	05	Preston Chronicle	0001
1833	10	08	North Wales Chronicle	0001	1833	10	05	Newcastle Courant	0002
1833	10	08	Belfast News-Letter	0001	1833	10	01	Morning Chronicle	0003
1833	10	08	Belfast News-Letter	0001	1833	10	03	Caledonian Mercury	0003
1833	10	08	Belfast News-Letter	0001	1833	10	05	Caledonian Mercury	0002
1833	10	08	Belfast News-Letter	0001	1833	10	05	Freeman’s Journal	0003
1833	10	08	Belfast News-Letter	0001	1833	10	05	Freeman’s Journal	0004
1833	10	08	Belfast News-Letter	0001	1833	10	07	Freeman’s Journal	0003
1833	10	08	Belfast News-Letter	0004	1833	10	08	Freeman’s Journal	0004
1833	10	08	Morning Chronicle	0001	1833	10	03	Freeman’s Journal	0004
1833	10	08	Morning Chronicle	0001	1833	10	04	Belfast News-Letter	0004
1833	10	09	Aberdeen Journal	0002	1833	10	05	Ipswich Journal	0004
1833	10	09	Aberdeen Journal	0004	1833	10	05	Newcastle Courant	0002
1833	10	09	Aberdeen Journal	0004	1833	10	08	North Wales Chronicle	0001
1833	10	09	Derby Mercury	0001	1833	10	03	Trewman’s Exeter Flying Post	0001
1833	10	09	Derby Mercury	0001	1833	10	05	Preston Chronicle	0001
1833	10	09	Derby Mercury	0001	1833	10	05	Bristol Mercury	0002
1833	10	09	Derby Mercury	0001	1833	10	05	Ipswich Journal	0001
1833	10	09	Derby Mercury	0001	1833	10	08	North Wales Chronicle	0001
1833	10	09	Derby Mercury	0002	1833	10	04	Freeman’s Journal	0003
1833	10	09	Derby Mercury	0002	1833	10	05	Freeman’s Journal	0002
1833	10	09	Derby Mercury	0002	1833	10	05	Preston Chronicle	0004
1833	10	09	Derby Mercury	0002	1833	10	05	Manchester Times	0002
1833	10	09	Derby Mercury	0004	1833	10	04	Morning Chronicle	0003
1833	10	09	Derby Mercury	0004	1833	10	07	Caledonian Mercury	0002
1833	10	09	Derby Mercury	0004	1833	10	07	Freeman’s Journal	0003
1833	10	09	Morning Chronicle	0001	1833	10	06	Examiner	0015
1833	10	09	Morning Chronicle	0003	1833	10	05	Ipswich Journal	0004
1833	10	10	Caledonian Mercury	0001	1833	10	05	Morning Chronicle	0003
1833	10	10	Caledonian Mercury	0001	1833	10	06	Examiner	0003
1833	10	10	Caledonian Mercury	0001	1833	10	07	Morning Chronicle	0002
1833	10	10	Caledonian Mercury	0001	1833	10	08	Freeman’s Journal	0004
1833	10	10	Caledonian Mercury	0002	1833	10	07	Morning Chronicle	0002
1833	10	10	Caledonian Mercury	0002	1833	10	09	Derby Mercury	0002
1833	10	10	Caledonian Mercury	0003	1833	10	05	Morning Chronicle	0003
1833	10	10	Caledonian Mercury	0003	1833	10	08	Freeman’s Journal	0004
1833	10	10	Caledonian Mercury	0004	1833	10	08	Morning Chronicle	0003
1833	10	10	Freeman’s Journal	0003	1833	10	08	Morning Chronicle	0004
1833	10	10	Freeman’s Journal	0003	1833	10	09	Derby Mercury	0002
