RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1830	10	02	Caledonian Mercury	0002	1830	10	01	Freeman’s Journal	0002
1830	10	02	Freeman’s Journal	0002	1830	10	02	Caledonian Mercury	0002
1830	10	02	Ipswich Journal	0004	1830	10	01	Freeman’s Journal	0002
1830	10	02	Ipswich Journal	0004	1830	10	02	Caledonian Mercury	0002
1830	10	02	Ipswich Journal	0004	1830	10	02	Freeman’s Journal	0002
1830	10	03	Examiner	0006	1830	10	02	Freeman’s Journal	0002
1830	10	04	Hampshire/Portsmouth Telegraph	0002	1830	10	02	Freeman’s Journal	0002
1830	10	05	Freeman’s Journal	0004	1830	10	03	Examiner	0004
1830	10	05	Freeman’s Journal	0004	1830	10	03	Examiner	0009
1830	10	05	Belfast News-Letter	0001	1830	10	02	Freeman’s Journal	0002
1830	10	05	Belfast News-Letter	0001	1830	10	03	Examiner	0006
1830	10	05	Bristol Mercury	0001	1830	10	02	Ipswich Journal	0002
1830	10	05	Bristol Mercury	0001	1830	10	03	Examiner	0007
1830	10	05	Bristol Mercury	0002	1830	10	03	Examiner	0009
1830	10	05	Bristol Mercury	0002	1830	10	03	Examiner	0010
1830	10	05	Hull Packet	0001	1830	10	02	Caledonian Mercury	0002
1830	10	05	Hull Packet	0001	1830	10	02	Freeman’s Journal	0002
1830	10	05	Hull Packet	0001	1830	10	03	Examiner	0006
1830	10	05	Hull Packet	0001	1830	10	05	Belfast News-Letter	0001
1830	10	05	Hull Packet	0004	1830	10	04	Hampshire/Portsmouth Telegraph	0002
1830	10	06	Freeman’s Journal	0004	1830	10	01	Belfast News-Letter	0002
1830	10	06	Aberdeen Journal	0002	1830	10	02	Freeman’s Journal	0002
1830	10	06	Aberdeen Journal	0004	1830	10	05	Freeman’s Journal	0004
1830	10	06	Derby Mercury	0001	1830	10	02	Freeman’s Journal	0002
1830	10	06	Derby Mercury	0001	1830	10	03	Examiner	0006
1830	10	06	Derby Mercury	0001	1830	10	04	Freeman’s Journal	0003
1830	10	06	Derby Mercury	0001	1830	10	05	Freeman’s Journal	0002
1830	10	06	Derby Mercury	0001	1830	10	05	Bristol Mercury	0002
1830	10	06	Derby Mercury	0001	1830	10	05	Hull Packet	0001
1830	10	07	Caledonian Mercury	0002	1830	10	06	Derby Mercury	0002
1830	10	07	Freeman’s Journal	0002	1830	10	06	Derby Mercury	0002
1830	10	07	North Wales Chronicle	0001	1830	10	02	Caledonian Mercury	0002
1830	10	07	North Wales Chronicle	0001	1830	10	02	Freeman’s Journal	0002
1830	10	07	North Wales Chronicle	0001	1830	10	03	Examiner	0006
1830	10	07	North Wales Chronicle	0001	1830	10	05	Belfast News-Letter	0001
1830	10	07	North Wales Chronicle	0001	1830	10	05	Hull Packet	0001
1830	10	07	North Wales Chronicle	0001	1830	10	06	Derby Mercury	0001
1830	10	07	North Wales Chronicle	0004	1830	10	02	Ipswich Journal	0004
1830	10	08	Liverpool Mercury	0003	1830	10	07	North Wales Chronicle	0001
1830	10	08	Liverpool Mercury	0008	1830	10	06	Derby Mercury	0001
1830	10	08	Belfast News-Letter	0002	1830	10	06	Derby Mercury	0002
1830	10	08	Belfast News-Letter	0002	1830	10	07	Freeman’s Journal	0002
1830	10	08	Belfast News-Letter	0002	1830	10	07	Freeman’s Journal	0004
1830	10	08	Belfast News-Letter	0002	1830	10	07	North Wales Chronicle	0004
1830	10	08	Belfast News-Letter	0003	1830	10	06	Derby Mercury	0001
1830	10	09	Ipswich Journal	0001	1830	10	06	Derby Mercury	0001
1830	10	09	Ipswich Journal	0004	1830	10	04	Freeman’s Journal	0002
1830	10	09	Ipswich Journal	0004	1830	10	04	Hampshire/Portsmouth Telegraph	0004
1830	10	09	Ipswich Journal	0004	1830	10	06	Derby Mercury	0004
1830	10	09	Ipswich Journal	0004	1830	10	07	North Wales Chronicle	0004
1830	10	09	Ipswich Journal	0004	1830	10	08	Freeman’s Journal	0002
1830	10	09	Ipswich Journal	0004	1830	10	08	Freeman’s Journal	0004
1830	10	09	Ipswich Journal	0004	1830	10	08	Liverpool Mercury	0006
1830	10	10	Examiner	0009	1830	10	08	Belfast News-Letter	0002
1830	10	10	Examiner	0009	1830	10	09	Freeman’s Journal	0004
1830	10	10	Examiner	0009	1830	10	09	Ipswich Journal	0004
1830	10	10	Examiner	0015	1830	10	06	Derby Mercury	0001
1830	10	10	Examiner	0015	1830	10	08	Belfast News-Letter	0003
1830	10	11	Freeman’s Journal	0003	1830	10	09	Ipswich Journal	0002
1830	10	11	Freeman’s Journal	0004	1830	10	09	Cobbett’s Weekly Political Register	0002
1830	10	11	Freeman’s Journal	0004	1830	10	09	Cobbett’s Weekly Political Register	0005
1830	10	11	Hampshire/Portsmouth Telegraph	0002	1830	10	09	Freeman’s Journal	0004
1830	10	12	Freeman’s Journal	0002	1830	10	10	Examiner	0010
1830	10	12	Belfast News-Letter	0001	1830	10	09	Freeman’s Journal	0004
1830	10	12	Belfast News-Letter	0001	1830	10	10	Examiner	0009
1830	10	12	Belfast News-Letter	0002	1830	10	10	Examiner	0009
1830	10	12	Belfast News-Letter	0004	1830	10	09	Ipswich Journal	0004
