RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1826	02	02	Caledonian Mercury	0002	1826	02	01	Derby Mercury	0004
1826	02	03	Glasgow Herald	0004	1826	02	02	Caledonian Mercury	0004
1826	02	04	Ipswich Journal	0001	1826	02	01	Derby Mercury	0001
1826	02	04	Newcastle Courant	0001	1826	02	04	Caledonian Mercury	0001
1826	02	04	Newcastle Courant	0002	1826	02	01	Derby Mercury	0001
1826	02	04	Newcastle Courant	0002	1826	02	04	Ipswich Journal	0001
1826	02	05	Examiner	0006	1826	02	02	Morning Chronicle	0002
1826	02	05	Examiner	0006	1826	02	04	Cobbett’s Weekly Political Register	0004
1826	02	06	Caledonian Mercury	0001	1826	02	04	Newcastle Courant	0001
1826	02	06	Caledonian Mercury	0002	1826	02	04	Cobbett’s Weekly Political Register	0004
1826	02	06	Caledonian Mercury	0002	1826	02	04	Ipswich Journal	0002
1826	02	06	Caledonian Mercury	0002	1826	02	05	Examiner	0006
1826	02	06	Caledonian Mercury	0003	1826	02	02	Morning Chronicle	0002
1826	02	06	Caledonian Mercury	0003	1826	02	05	Examiner	0006
1826	02	06	Caledonian Mercury	0004	1826	02	03	Liverpool Mercury	0007
1826	02	06	Glasgow Herald	0001	1826	02	02	Caledonian Mercury	0003
1826	02	06	Glasgow Herald	0001	1826	02	04	Caledonian Mercury	0004
1826	02	06	Glasgow Herald	0002	1826	02	04	Ipswich Journal	0002
1826	02	06	Glasgow Herald	0002	1826	02	05	Examiner	0006
1826	02	06	Glasgow Herald	0002	1826	02	06	Caledonian Mercury	0002
1826	02	06	Glasgow Herald	0003	1826	02	02	Caledonian Mercury	0003
1826	02	06	Hampshire/Portsmouth Telegraph	0001	1826	02	06	Caledonian Mercury	0001
1826	02	06	Hampshire/Portsmouth Telegraph	0003	1826	02	02	Morning Chronicle	0002
1826	02	06	Hampshire/Portsmouth Telegraph	0003	1826	02	05	Examiner	0006
1826	02	06	Hampshire/Portsmouth Telegraph	0003	1826	02	06	Caledonian Mercury	0002
1826	02	06	Hampshire/Portsmouth Telegraph	0003	1826	02	06	Caledonian Mercury	0003
1826	02	06	Bristol Mercury	0001	1826	02	04	Leeds Mercury	0002
1826	02	06	Morning Chronicle	0002	1826	02	04	Leeds Mercury	0004
1826	02	06	Morning Chronicle	0002	1826	02	06	Hampshire/Portsmouth Telegraph	0004
1826	02	07	Hull Packet	0002	1826	02	06	Hampshire/Portsmouth Telegraph	0003
1826	02	08	Derby Mercury	0001	1826	02	05	Examiner	0006
1826	02	08	Derby Mercury	0001	1826	02	06	Caledonian Mercury	0002
1826	02	08	Derby Mercury	0002	1826	02	02	Morning Chronicle	0002
1826	02	08	Derby Mercury	0002	1826	02	05	Examiner	0006
1826	02	08	Derby Mercury	0002	1826	02	06	Caledonian Mercury	0002
1826	02	08	Derby Mercury	0002	1826	02	06	Caledonian Mercury	0003
1826	02	08	Derby Mercury	0002	1826	02	06	Hampshire/Portsmouth Telegraph	0003
1826	02	08	Derby Mercury	0002	1826	02	07	Hull Packet	0002
1826	02	08	Derby Mercury	0004	1826	02	04	Ipswich Journal	0002
1826	02	09	Caledonian Mercury	0002	1826	02	08	Derby Mercury	0002
1826	02	09	Caledonian Mercury	0002	1826	02	08	Derby Mercury	0004
1826	02	10	Glasgow Herald	0002	1826	02	08	Derby Mercury	0002
1826	02	10	Glasgow Herald	0002	1826	02	09	Caledonian Mercury	0002
1826	02	10	Glasgow Herald	0002	1826	02	09	Caledonian Mercury	0004
1826	02	10	Glasgow Herald	0004	1826	02	09	Caledonian Mercury	0004
1826	02	10	Liverpool Mercury	0002	1826	02	04	Cobbett’s Weekly Political Register	0003
1826	02	10	Liverpool Mercury	0002	1826	02	04	Cobbett’s Weekly Political Register	0004
1826	02	10	Liverpool Mercury	0002	1826	02	05	Examiner	0006
1826	02	10	Liverpool Mercury	0002	1826	02	06	Caledonian Mercury	0002
1826	02	10	Liverpool Mercury	0002	1826	02	06	Glasgow Herald	0002
1826	02	10	Liverpool Mercury	0002	1826	02	06	Hampshire/Portsmouth Telegraph	0003
1826	02	10	Liverpool Mercury	0002	1826	02	08	Derby Mercury	0001
1826	02	10	Liverpool Mercury	0007	1826	02	08	Derby Mercury	0004
1826	02	11	Caledonian Mercury	0002	1826	02	04	Morning Chronicle	0003
1826	02	11	Caledonian Mercury	0002	1826	02	10	Glasgow Herald	0002
1826	02	11	Caledonian Mercury	0004	1826	02	06	Morning Chronicle	0004
1826	02	11	Caledonian Mercury	0004	1826	02	10	Glasgow Herald	0004
1826	02	11	Cobbett’s Weekly Political Register	0018	1826	02	09	Morning Chronicle	0002
1826	02	11	Cobbett’s Weekly Political Register	0019	1826	02	09	Morning Chronicle	0002
1826	02	11	Leeds Mercury	0002	1826	02	04	Cobbett’s Weekly Political Register	0003
1826	02	11	Leeds Mercury	0002	1826	02	05	Examiner	0006
1826	02	11	Leeds Mercury	0002	1826	02	06	Caledonian Mercury	0002
1826	02	11	Leeds Mercury	0002	1826	02	08	Derby Mercury	0001
1826	02	11	Leeds Mercury	0002	1826	02	10	Liverpool Mercury	0002
1826	02	11	Newcastle Courant	0002	1826	02	02	Morning Chronicle	0002
1826	02	11	Newcastle Courant	0002	1826	02	05	Examiner	0006
1826	02	11	Newcastle Courant	0002	1826	02	06	Caledonian Mercury	0002
1826	02	11	Newcastle Courant	0002	1826	02	06	Caledonian Mercury	0003
1826	02	11	Newcastle Courant	0002	1826	02	06	Hampshire/Portsmouth Telegraph	0003
1826	02	11	Newcastle Courant	0002	1826	02	08	Derby Mercury	0002
1826	02	11	Newcastle Courant	0002	1826	02	10	Liverpool Mercury	0002
1826	02	11	Newcastle Courant	0003	1826	02	04	Caledonian Mercury	0001
1826	02	11	Newcastle Courant	0003	1826	02	06	Caledonian Mercury	0001
1826	02	11	Newcastle Courant	0003	1826	02	11	Leeds Mercury	0001
1826	02	12	Examiner	0002	1826	02	08	Morning Chronicle	0003
1826	02	12	Examiner	0003	1826	02	09	Morning Chronicle	0002
1826	02	12	Examiner	0012	1826	02	04	Leeds Mercury	0004
1826	02	12	Examiner	0012	1826	02	06	Morning Chronicle	0002
1826	02	12	Examiner	0013	1826	02	08	Morning Chronicle	0004
1826	02	13	Caledonian Mercury	0004	1826	02	06	Bristol Mercury	0002
1826	02	13	Glasgow Herald	0001	1826	02	04	Caledonian Mercury	0002
1826	02	13	Glasgow Herald	0001	1826	02	11	Caledonian Mercury	0004
