RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1822	08	02	Glasgow Herald	0001	1822	08	01	Caledonian Mercury	0003
1822	08	02	Glasgow Herald	0004	1822	08	01	Caledonian Mercury	0004
1822	08	03	Jackson’s Oxford Journal	0002	1822	08	01	Morning Chronicle	0004
1822	08	04	Examiner	0005	1822	08	01	Morning Chronicle	0002
1822	08	04	Examiner	0006	1822	08	01	Morning Chronicle	0004
1822	08	04	Examiner	0007	1822	08	01	Morning Chronicle	0004
1822	08	04	Examiner	0008	1822	08	01	Morning Chronicle	0004
1822	08	04	Examiner	0010	1822	08	03	Jackson’s Oxford Journal	0002
1822	08	04	Examiner	0011	1822	08	01	Trewman’s Exeter Flying Post	0001
1822	08	04	Examiner	0015	1822	08	02	Morning Chronicle	0004
1822	08	05	Caledonian Mercury	0002	1822	08	02	Morning Chronicle	0002
1822	08	05	Glasgow Herald	0001	1822	08	01	Morning Chronicle	0004
1822	08	05	Bristol Mercury	0001	1822	08	04	Examiner	0004
1822	08	05	Bristol Mercury	0004	1822	08	04	Examiner	0011
1822	08	06	Morning Chronicle	0003	1822	08	01	Caledonian Mercury	0003
1822	08	07	Morning Chronicle	0001	1822	08	04	Examiner	0015
1822	08	08	Caledonian Mercury	0004	1822	08	06	Morning Chronicle	0003
1822	08	08	Trewman’s Exeter Flying Post	0003	1822	08	05	Caledonian Mercury	0002
1822	08	08	Trewman’s Exeter Flying Post	0004	1822	08	07	Morning Chronicle	0002
1822	08	09	Glasgow Herald	0002	1822	08	08	Caledonian Mercury	0003
1822	08	09	Glasgow Herald	0004	1822	08	05	Caledonian Mercury	0003
1822	08	09	Liverpool Mercury	0002	1822	08	07	Morning Chronicle	0002
1822	08	09	Liverpool Mercury	0003	1822	08	06	Morning Chronicle	0003
1822	08	09	Liverpool Mercury	0008	1822	08	04	Examiner	0006
1822	08	10	Jackson’s Oxford Journal	0001	1822	08	07	Morning Chronicle	0002
1822	08	10	Jackson’s Oxford Journal	0002	1822	08	06	Morning Chronicle	0004
1822	08	10	Jackson’s Oxford Journal	0004	1822	08	03	Morning Chronicle	0003
1822	08	10	Ipswich Journal	0004	1822	08	07	Morning Chronicle	0002
1822	08	10	Leeds Mercury	0002	1822	08	08	Morning Chronicle	0002
1822	08	10	Morning Chronicle	0003	1822	08	09	Glasgow Herald	0001
1822	08	11	Examiner	0003	1822	08	08	Morning Chronicle	0002
1822	08	11	Examiner	0004	1822	08	10	Caledonian Mercury	0002
1822	08	11	Examiner	0008	1822	08	06	Morning Chronicle	0003
1822	08	11	Examiner	0013	1822	08	09	Morning Chronicle	0004
1822	08	12	Caledonian Mercury	0002	1822	08	09	Morning Chronicle	0003
1822	08	12	Caledonian Mercury	0004	1822	08	03	Morning Chronicle	0002
1822	08	12	Glasgow Herald	0001	1822	08	10	Jackson’s Oxford Journal	0002
1822	08	12	Glasgow Herald	0004	1822	08	06	Morning Chronicle	0002
1822	08	12	Bristol Mercury	0004	1822	08	01	Morning Chronicle	0004
1822	08	13	Morning Chronicle	0003	1822	08	08	Caledonian Mercury	0003
1822	08	14	Aberdeen Journal	0004	1822	08	11	Examiner	0004
1822	08	15	Caledonian Mercury	0002	1822	08	12	Morning Chronicle	0003
1822	08	15	Morning Chronicle	0003	1822	08	08	Caledonian Mercury	0004
1822	08	15	Trewman’s Exeter Flying Post	0002	1822	08	10	Morning Chronicle	0004
1822	08	16	Glasgow Herald	0002	1822	08	15	Caledonian Mercury	0003
1822	08	16	Liverpool Mercury	0002	1822	08	14	Morning Chronicle	0003
1822	08	16	Liverpool Mercury	0006	1822	08	09	Morning Chronicle	0003
1822	08	17	Caledonian Mercury	0004	1822	08	14	Morning Chronicle	0003
1822	08	17	Jackson’s Oxford Journal	0002	1822	08	15	Trewman’s Exeter Flying Post	0001
1822	08	17	Jackson’s Oxford Journal	0004	1822	08	12	Morning Chronicle	0003
1822	08	17	Ipswich Journal	0001	1822	08	15	Trewman’s Exeter Flying Post	0001
1822	08	17	Leeds Mercury	0001	1822	08	16	Morning Chronicle	0001
1822	08	17	Leeds Mercury	0002	1822	08	11	Examiner	0015
1822	08	17	Leeds Mercury	0004	1822	08	01	Morning Chronicle	0004
1822	08	18	Examiner	0007	1822	08	17	Jackson’s Oxford Journal	0002
1822	08	18	Examiner	0011	1822	08	17	Morning Chronicle	0003
1822	08	18	Examiner	0015	1822	08	17	Jackson’s Oxford Journal	0004
1822	08	19	Glasgow Herald	0004	1822	08	14	Morning Chronicle	0003
1822	08	19	Bristol Mercury	0001	1822	08	14	Morning Chronicle	0003
1822	08	19	Bristol Mercury	0004	1822	08	03	Morning Chronicle	0003
1822	08	19	Morning Chronicle	0002	1822	08	17	Caledonian Mercury	0002
1822	08	19	Morning Chronicle	0004	1822	08	15	Caledonian Mercury	0004
1822	08	20	Morning Chronicle	0002	1822	08	17	Caledonian Mercury	0002
1822	08	20	Morning Chronicle	0004	1822	08	17	Jackson’s Oxford Journal	0001
1822	08	21	Aberdeen Journal	0002	1822	08	19	Caledonian Mercury	0002
1822	08	21	Aberdeen Journal	0004	1822	08	17	Caledonian Mercury	0004
1822	08	21	Derby Mercury	0001	1822	08	19	Caledonian Mercury	0001
1822	08	22	Caledonian Mercury	0001	1822	08	21	Derby Mercury	0001
1822	08	22	Morning Chronicle	0001	1822	08	21	Derby Mercury	0001
1822	08	22	Trewman’s Exeter Flying Post	0001	1822	08	15	Caledonian Mercury	0003
1822	08	22	Trewman’s Exeter Flying Post	0002	1822	08	14	Morning Chronicle	0003
1822	08	23	Glasgow Herald	0001	1822	08	22	Caledonian Mercury	0002
1822	08	23	Glasgow Herald	0002	1822	08	22	Caledonian Mercury	0003
1822	08	23	Liverpool Mercury	0002	1822	08	17	Caledonian Mercury	0002
1822	08	24	Caledonian Mercury	0002	1822	08	20	Morning Chronicle	0002
1822	08	24	Jackson’s Oxford Journal	0001	1822	08	22	Morning Chronicle	0001
1822	08	24	Jackson’s Oxford Journal	0004	1822	08	22	Trewman’s Exeter Flying Post	0001
1822	08	24	Ipswich Journal	0004	1822	08	22	Morning Chronicle	0001
1822	08	24	Leeds Mercury	0001	1822	08	22	Morning Chronicle	0001
1822	08	24	Leeds Mercury	0002	1822	08	21	Morning Chronicle	0003
1822	08	24	Leeds Mercury	0004	1822	08	10	Jackson’s Oxford Journal	0001
1822	08	25	Examiner	0004	1822	08	14	Morning Chronicle	0001
1822	08	25	Examiner	0005	1822	08	21	Morning Chronicle	0003
1822	08	25	Examiner	0006	1822	08	21	Morning Chronicle	0003
1822	08	25	Examiner	0015	1822	08	21	Morning Chronicle	0004
1822	08	26	Caledonian Mercury	0004	1822	08	01	Morning Chronicle	0004
1822	08	26	Glasgow Herald	0004	1822	08	24	Jackson’s Oxford Journal	0002
1822	08	26	Bristol Mercury	0004	1822	08	21	Morning Chronicle	0002
1822	08	26	Morning Chronicle	0003	1822	08	24	Jackson’s Oxford Journal	0003
1822	08	28	Aberdeen Journal	0002	1822	08	26	Caledonian Mercury	0002
1822	08	29	Caledonian Mercury	0002	1822	08	26	Glasgow Herald	0004
1822	08	29	Caledonian Mercury	0004	1822	08	24	Morning Chronicle	0002
1822	08	29	Morning Chronicle	0001	1822	08	22	Caledonian Mercury	0001
1822	08	29	Trewman’s Exeter Flying Post	0002	1822	08	22	Morning Chronicle	0001
