RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1804	08	04	Caledonian Mercury	0002	1804	08	01	Morning Chronicle	0002
1804	08	04	Cobbett’s Weekly Political Register	0013	1804	08	01	Morning Chronicle	0002
1804	08	04	Jackson’s Oxford Journal	0001	1804	08	01	Morning Chronicle	0002
1804	08	04	Jackson’s Oxford Journal	0003	1804	08	03	Morning Chronicle	0002
1804	08	04	Jackson’s Oxford Journal	0004	1804	08	02	Derby Mercury	0002
1804	08	04	Ipswich Journal	0002	1804	08	02	Morning Chronicle	0003
1804	08	04	Ipswich Journal	0004	1804	08	01	Morning Chronicle	0002
1804	08	06	Caledonian Mercury	0002	1804	08	03	Morning Chronicle	0002
1804	08	06	Hampshire/Portsmouth Telegraph	0001	1804	08	04	Jackson’s Oxford Journal	0001
1804	08	06	Hampshire/Portsmouth Telegraph	0002	1804	08	04	Caledonian Mercury	0002
1804	08	06	Hampshire/Portsmouth Telegraph	0004	1804	08	04	Jackson’s Oxford Journal	0004
1804	08	07	Hull Packet	0004	1804	08	04	Caledonian Mercury	0002
1804	08	08	Aberdeen Journal	0002	1804	08	02	Caledonian Mercury	0002
1804	08	08	Aberdeen Journal	0003	1804	08	02	Caledonian Mercury	0003
1804	08	09	Caledonian Mercury	0002	1804	08	07	Morning Chronicle	0002
1804	08	09	Caledonian Mercury	0003	1804	08	06	Morning Chronicle	0002
1804	08	09	Derby Mercury	0002	1804	08	07	Morning Chronicle	0002
1804	08	09	Derby Mercury	0004	1804	08	04	Jackson’s Oxford Journal	0002
1804	08	09	Trewman’s Exeter Flying Post	0001	1804	08	06	Caledonian Mercury	0002
1804	08	09	Trewman’s Exeter Flying Post	0003	1804	08	02	Derby Mercury	0004
1804	08	09	Trewman’s Exeter Flying Post	0004	1804	08	08	Morning Chronicle	0001
1804	08	11	Caledonian Mercury	0002	1804	08	08	Morning Chronicle	0001
1804	08	11	Jackson’s Oxford Journal	0001	1804	08	07	Morning Chronicle	0002
1804	08	11	Jackson’s Oxford Journal	0002	1804	08	08	Morning Chronicle	0001
1804	08	11	Jackson’s Oxford Journal	0004	1804	08	09	Caledonian Mercury	0003
1804	08	13	Caledonian Mercury	0002	1804	08	11	Jackson’s Oxford Journal	0002
1804	08	13	Hampshire/Portsmouth Telegraph	0001	1804	08	11	Jackson’s Oxford Journal	0002
1804	08	13	Hampshire/Portsmouth Telegraph	0002	1804	08	11	Caledonian Mercury	0002
1804	08	13	Hampshire/Portsmouth Telegraph	0004	1804	08	11	Caledonian Mercury	0002
1804	08	14	Hull Packet	0001	1804	08	11	Jackson’s Oxford Journal	0001
1804	08	14	Hull Packet	0004	1804	08	09	Caledonian Mercury	0002
1804	08	15	Aberdeen Journal	0002	1804	08	09	Caledonian Mercury	0002
1804	08	15	Aberdeen Journal	0003	1804	08	11	Caledonian Mercury	0002
1804	08	16	Caledonian Mercury	0002	1804	08	13	Morning Chronicle	0003
1804	08	16	Trewman’s Exeter Flying Post	0002	1804	08	13	Caledonian Mercury	0002
1804	08	18	Caledonian Mercury	0002	1804	08	16	Trewman’s Exeter Flying Post	0004
1804	08	18	Jackson’s Oxford Journal	0001	1804	08	16	Trewman’s Exeter Flying Post	0004
1804	08	18	Jackson’s Oxford Journal	0002	1804	08	16	Morning Chronicle	0003
1804	08	18	Jackson’s Oxford Journal	0004	1804	08	16	Caledonian Mercury	0002
1804	08	18	Ipswich Journal	0004	1804	08	13	Morning Chronicle	0003
1804	08	20	Caledonian Mercury	0001	1804	08	18	Jackson’s Oxford Journal	0003
1804	08	20	Caledonian Mercury	0002	1804	08	18	Morning Chronicle	0002
1804	08	21	Hull Packet	0003	1804	08	20	Caledonian Mercury	0003
1804	08	21	Hull Packet	0004	1804	08	18	Caledonian Mercury	0003
1804	08	22	Aberdeen Journal	0001	1804	08	14	Hull Packet	0002
1804	08	22	Aberdeen Journal	0002	1804	08	18	Jackson’s Oxford Journal	0004
1804	08	22	Aberdeen Journal	0003	1804	08	16	Caledonian Mercury	0003
1804	08	23	Caledonian Mercury	0002	1804	08	21	Morning Chronicle	0003
1804	08	23	Caledonian Mercury	0003	1804	08	20	Morning Chronicle	0002
1804	08	23	Derby Mercury	0003	1804	08	18	Jackson’s Oxford Journal	0003
1804	08	23	Derby Mercury	0004	1804	08	20	Caledonian Mercury	0002
1804	08	23	Trewman’s Exeter Flying Post	0001	1804	08	18	Jackson’s Oxford Journal	0003
1804	08	23	Trewman’s Exeter Flying Post	0002	1804	08	21	Hull Packet	0004
1804	08	25	Caledonian Mercury	0002	1804	08	22	Morning Chronicle	0002
1804	08	25	Caledonian Mercury	0003	1804	08	23	Morning Chronicle	0002
1804	08	25	Cobbett’s Weekly Political Register	0014	1804	08	03	Morning Chronicle	0003
1804	08	25	Cobbett’s Weekly Political Register	0015	1804	08	04	Morning Chronicle	0002
1804	08	25	Cobbett’s Weekly Political Register	0016	1804	08	06	Morning Chronicle	0002
1804	08	25	Cobbett’s Weekly Political Register	0018	1804	08	08	Morning Chronicle	0002
1804	08	25	Cobbett’s Weekly Political Register	0020	1804	08	09	Morning Chronicle	0002
1804	08	25	Cobbett’s Weekly Political Register	0021	1804	08	10	Morning Chronicle	0002
1804	08	25	Cobbett’s Weekly Political Register	0022	1804	08	10	Morning Chronicle	0003
1804	08	25	Jackson’s Oxford Journal	0001	1804	08	22	Morning Chronicle	0003
1804	08	25	Jackson’s Oxford Journal	0002	1804	08	20	Morning Chronicle	0002
1804	08	25	Jackson’s Oxford Journal	0004	1804	08	23	Caledonian Mercury	0002
1804	08	25	Ipswich Journal	0002	1804	08	23	Morning Chronicle	0003
1804	08	27	Caledonian Mercury	0002	1804	08	25	Jackson’s Oxford Journal	0004
1804	08	27	Caledonian Mercury	0003	1804	08	25	Morning Chronicle	0003
1804	08	27	Hampshire/Portsmouth Telegraph	0001	1804	08	20	Morning Chronicle	0003
1804	08	27	Hampshire/Portsmouth Telegraph	0002	1804	08	25	Caledonian Mercury	0003
1804	08	27	Hampshire/Portsmouth Telegraph	0003	1804	08	25	Morning Chronicle	0003
1804	08	27	Hampshire/Portsmouth Telegraph	0004	1804	08	17	Morning Chronicle	0003
1804	08	28	Hull Packet	0003	1804	08	27	Hampshire/Portsmouth Telegraph	0003
1804	08	28	Hull Packet	0004	1804	08	25	Jackson’s Oxford Journal	0004
1804	08	29	Aberdeen Journal	0001	1804	08	13	Caledonian Mercury	0004
1804	08	29	Aberdeen Journal	0002	1804	08	25	Jackson’s Oxford Journal	0004
1804	08	30	Caledonian Mercury	0003	1804	08	27	Morning Chronicle	0002
1804	08	30	Trewman’s Exeter Flying Post	0002	1804	08	27	Caledonian Mercury	0003
1804	08	30	Trewman’s Exeter Flying Post	0003	1804	08	02	Derby Mercury	0004
1804	09	01	Caledonian Mercury	0002	1804	08	29	Morning Chronicle	0003
1804	09	01	Caledonian Mercury	0003	1804	08	29	Morning Chronicle	0002
1804	09	01	Caledonian Mercury	0004	1804	08	28	Morning Chronicle	0003
1804	09	01	Cobbett’s Weekly Political Register	0003	1804	08	22	Morning Chronicle	0002
1804	09	01	Cobbett’s Weekly Political Register	0004	1804	08	22	Morning Chronicle	0002
1804	09	01	Cobbett’s Weekly Political Register	0005	1804	08	22	Morning Chronicle	0002
1804	09	01	Cobbett’s Weekly Political Register	0006	1804	08	27	Hampshire/Portsmouth Telegraph	0003
1804	09	01	Jackson’s Oxford Journal	0004	1804	08	27	Morning Chronicle	0003
1804	09	03	Caledonian Mercury	0001	1804	08	30	Trewman’s Exeter Flying Post	0002
1804	09	03	Caledonian Mercury	0002	1804	08	31	Morning Chronicle	0002
1804	09	04	Hull Packet	0004	1804	08	29	Morning Chronicle	0003
1804	09	05	Aberdeen Journal	0002	1804	08	30	Trewman’s Exeter Flying Post	0002
1804	09	05	Aberdeen Journal	0003	1804	08	30	Caledonian Mercury	0003
1804	09	06	Derby Mercury	0004	1804	08	02	Trewman’s Exeter Flying Post	0003
1804	09	06	Trewman’s Exeter Flying Post	0003	1804	08	02	Derby Mercury	0004
1804	09	11	Hull Packet	0004	1804	08	23	Trewman’s Exeter Flying Post	0003
1804	09	12	Aberdeen Journal	0001	1804	08	13	Caledonian Mercury	0004
1804	09	17	Caledonian Mercury	0001	1804	08	09	Trewman’s Exeter Flying Post	0003
1804	09	22	Jackson’s Oxford Journal	0001	1804	08	09	Derby Mercury	0004
1804	09	25	Hull Packet	0004	1804	08	23	Trewman’s Exeter Flying Post	0003
1804	09	29	Cobbett’s Weekly Political Register	0012	1804	08	25	Caledonian Mercury	0002
1804	09	29	Cobbett’s Weekly Political Register	0013	1804	08	25	Caledonian Mercury	0003
1804	09	29	Cobbett’s Weekly Political Register	0014	1804	08	22	Morning Chronicle	0003
1804	10	11	Derby Mercury	0004	1804	08	30	Trewman’s Exeter Flying Post	0003
1804	10	18	Trewman’s Exeter Flying Post	0003	1804	08	02	Derby Mercury	0004
1804	10	27	Jackson’s Oxford Journal	0004	1804	08	09	Derby Mercury	0004
1804	11	01	Derby Mercury	0004	1804	08	23	Trewman’s Exeter Flying Post	0003
1804	11	01	Trewman’s Exeter Flying Post	0003	1804	08	09	Derby Mercury	0004
1804	11	08	Derby Mercury	0004	1804	08	02	Trewman’s Exeter Flying Post	0003
1804	11	17	Jackson’s Oxford Journal	0002	1804	08	09	Derby Mercury	0004
1804	11	29	Derby Mercury	0004	1804	08	02	Trewman’s Exeter Flying Post	0003
1804	12	13	Derby Mercury	0004	1804	08	30	Trewman’s Exeter Flying Post	0003
1804	12	20	Trewman’s Exeter Flying Post	0003	1804	08	09	Derby Mercury	0004
1805	01	17	Trewman’s Exeter Flying Post	0003	1804	08	09	Derby Mercury	0004
1805	01	26	Newcastle Courant	0003	1804	08	09	Derby Mercury	0004
1805	01	31	Trewman’s Exeter Flying Post	0003	1804	08	02	Derby Mercury	0004
