RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1834	12	02	Belfast News-Letter	0001	1834	12	01	Caledonian Mercury	0002
1834	12	02	Belfast News-Letter	0004	1834	12	01	Caledonian Mercury	0002
1834	12	03	Derby Mercury	0001	1834	12	01	Hampshire/Portsmouth Telegraph	0002
1834	12	04	Caledonian Mercury	0002	1834	12	01	Hampshire/Portsmouth Telegraph	0002
1834	12	04	Caledonian Mercury	0003	1834	12	01	Morning Chronicle	0003
1834	12	04	Caledonian Mercury	0004	1834	12	01	Morning Chronicle	0002
1834	12	05	Liverpool Mercury	0001	1834	12	01	Hampshire/Portsmouth Telegraph	0003
1834	12	05	Liverpool Mercury	0002	1834	12	01	Caledonian Mercury	0001
1834	12	05	Belfast News-Letter	0001	1834	12	04	Morning Chronicle	0004
1834	12	05	Belfast News-Letter	0002	1834	12	04	Caledonian Mercury	0004
1834	12	05	Belfast News-Letter	0003	1834	12	04	Caledonian Mercury	0001
1834	12	05	Belfast News-Letter	0004	1834	12	04	Caledonian Mercury	0004
1834	12	05	Morning Chronicle	0003	1834	12	03	Derby Mercury	0002
1834	12	06	Caledonian Mercury	0001	1834	12	03	Morning Chronicle	0003
1834	12	06	Caledonian Mercury	0004	1834	12	03	Aberdeen Journal	0003
1834	12	06	Preston Chronicle	0001	1834	12	05	Liverpool Mercury	0004
1834	12	06	Preston Chronicle	0002	1834	12	02	Morning Chronicle	0003
1834	12	06	Preston Chronicle	0003	1834	12	05	Liverpool Mercury	0006
1834	12	06	Bristol Mercury	0002	1834	12	05	Morning Chronicle	0003
1834	12	06	Bristol Mercury	0004	1834	12	05	Belfast News-Letter	0004
1834	12	06	Ipswich Journal	0001	1834	12	05	Hull Packet	0002
1834	12	06	Ipswich Journal	0002	1834	12	05	Morning Chronicle	0004
1834	12	06	Ipswich Journal	0004	1834	12	04	Caledonian Mercury	0003
1834	12	06	Manchester Times	0004	1834	12	01	Caledonian Mercury	0001
1834	12	06	Newcastle Courant	0002	1834	12	03	Derby Mercury	0001
1834	12	07	Examiner	0004	1834	12	02	Morning Chronicle	0004
1834	12	07	Examiner	0005	1834	12	03	Morning Chronicle	0003
1834	12	07	Examiner	0006	1834	12	04	Morning Chronicle	0003
1834	12	07	Examiner	0009	1834	12	06	Morning Chronicle	0003
1834	12	07	Examiner	0011	1834	12	03	Morning Chronicle	0004
1834	12	07	Examiner	0013	1834	12	05	Liverpool Mercury	0001
1834	12	07	Examiner	0015	1834	12	04	Morning Chronicle	0001
1834	12	08	Caledonian Mercury	0001	1834	12	05	Morning Chronicle	0004
1834	12	08	Caledonian Mercury	0002	1834	12	05	Morning Chronicle	0004
1834	12	08	Hampshire/Portsmouth Telegraph	0001	1834	12	07	Examiner	0013
1834	12	08	Hampshire/Portsmouth Telegraph	0003	1834	12	06	Bristol Mercury	0002
1834	12	09	North Wales Chronicle	0004	1834	12	06	Newcastle Courant	0002
1834	12	09	Belfast News-Letter	0001	1834	12	07	Examiner	0009
1834	12	09	Belfast News-Letter	0002	1834	12	05	Morning Chronicle	0004
1834	12	09	Belfast News-Letter	0004	1834	12	06	Morning Chronicle	0003
1834	12	10	Aberdeen Journal	0002	1834	12	05	Belfast News-Letter	0002
1834	12	10	Aberdeen Journal	0003	1834	12	06	Bristol Mercury	0004
1834	12	10	Derby Mercury	0001	1834	12	04	Morning Chronicle	0001
1834	12	10	Derby Mercury	0003	1834	12	03	Aberdeen Journal	0004
1834	12	10	Derby Mercury	0004	1834	12	05	Morning Chronicle	0004
1834	12	10	Morning Chronicle	0001	1834	12	05	Belfast News-Letter	0003
1834	12	11	Caledonian Mercury	0001	1834	12	07	Examiner	0001
