RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1811	11	04	Caledonian Mercury	0002	1811	11	02	Morning Chronicle	0003
1811	11	05	Hull Packet	0001	1811	11	04	Caledonian Mercury	0001
1811	11	05	Hull Packet	0004	1811	11	02	Cobbett’s Weekly Political Register	0011
1811	11	07	Caledonian Mercury	0002	1811	11	04	Morning Chronicle	0002
1811	11	07	Caledonian Mercury	0003	1811	11	05	Morning Chronicle	0002
1811	11	07	Derby Mercury	0001	1811	11	02	Ipswich Journal	0004
1811	11	07	Derby Mercury	0004	1811	11	02	Morning Chronicle	0002
1811	11	07	Trewman’s Exeter Flying Post	0003	1811	11	01	Morning Chronicle	0003
1811	11	09	Caledonian Mercury	0002	1811	11	06	Morning Chronicle	0002
1811	11	09	Caledonian Mercury	0003	1811	11	06	Aberdeen Journal	0004
1811	11	09	Caledonian Mercury	0004	1811	11	07	Derby Mercury	0001
1811	11	09	Cobbett’s Weekly Political Register	0009	1811	11	02	Morning Chronicle	0001
1811	11	09	Cobbett’s Weekly Political Register	0010	1811	11	02	Morning Chronicle	0002
1811	11	09	Jackson’s Oxford Journal	0001	1811	11	05	Hull Packet	0001
1811	11	09	Jackson’s Oxford Journal	0004	1811	11	07	Derby Mercury	0004
1811	11	09	Ipswich Journal	0001	1811	11	07	Derby Mercury	0001
1811	11	09	Ipswich Journal	0002	1811	11	07	Morning Chronicle	0003
1811	11	09	Ipswich Journal	0004	1811	11	02	Morning Chronicle	0001
1811	11	11	Caledonian Mercury	0001	1811	11	07	Derby Mercury	0001
1811	11	11	Caledonian Mercury	0002	1811	11	08	Morning Chronicle	0002
1811	11	11	Caledonian Mercury	0003	1811	11	07	Morning Chronicle	0002
1811	11	11	Caledonian Mercury	0004	1811	11	02	Morning Chronicle	0003
1811	11	11	Hampshire/Portsmouth Telegraph	0004	1811	11	09	Caledonian Mercury	0002
1811	11	12	Hull Packet	0001	1811	11	07	Derby Mercury	0001
1811	11	12	Hull Packet	0004	1811	11	06	Aberdeen Journal	0002
1811	11	13	Aberdeen Journal	0003	1811	11	07	Caledonian Mercury	0003
1811	11	14	Caledonian Mercury	0003	1811	11	12	Morning Chronicle	0002
1811	11	14	Derby Mercury	0001	1811	11	09	Caledonian Mercury	0004
1811	11	14	Trewman’s Exeter Flying Post	0003	1811	11	07	Morning Chronicle	0002
1811	11	16	Cobbett’s Weekly Political Register	0012	1811	11	02	Morning Chronicle	0002
1811	11	16	Cobbett’s Weekly Political Register	0013	1811	11	02	Morning Chronicle	0002
1811	11	16	Jackson’s Oxford Journal	0001	1811	11	09	Ipswich Journal	0004
1811	11	16	Jackson’s Oxford Journal	0002	1811	11	15	Morning Chronicle	0004
1811	11	16	Jackson’s Oxford Journal	0004	1811	11	07	Derby Mercury	0001
1811	11	16	Ipswich Journal	0001	1811	11	07	Derby Mercury	0001
1811	11	18	Caledonian Mercury	0002	1811	11	15	Morning Chronicle	0002
1811	11	18	Caledonian Mercury	0004	1811	11	16	Jackson’s Oxford Journal	0004
1811	11	18	Hampshire/Portsmouth Telegraph	0004	1811	11	16	Jackson’s Oxford Journal	0004
1811	11	19	Hull Packet	0004	1811	11	14	Caledonian Mercury	0002
1811	11	20	Aberdeen Journal	0002	1811	11	14	Caledonian Mercury	0002
1811	11	20	Aberdeen Journal	0004	1811	11	18	Caledonian Mercury	0003
1811	11	21	Caledonian Mercury	0002	1811	11	18	Morning Chronicle	0002
1811	11	21	Derby Mercury	0001	1811	11	09	Caledonian Mercury	0004
1811	11	21	Trewman’s Exeter Flying Post	0003	1811	11	14	Derby Mercury	0001
1811	11	22	Liverpool Mercury	0003	1811	11	21	Caledonian Mercury	0002
1811	11	23	Cobbett’s Weekly Political Register	0015	1811	11	02	Caledonian Mercury	0002
1811	11	23	Jackson’s Oxford Journal	0004	1811	11	21	Caledonian Mercury	0002
1811	11	23	Leeds Mercury	0004	1811	11	16	Cobbett’s Weekly Political Register	0006
1811	11	26	Morning Chronicle	0003	1811	11	25	Caledonian Mercury	0003
1811	11	27	Aberdeen Journal	0002	1811	11	21	Caledonian Mercury	0002
1811	11	28	Caledonian Mercury	0003	1811	11	26	Morning Chronicle	0002
1811	11	28	Caledonian Mercury	0004	1811	11	25	Morning Chronicle	0002
1811	11	29	Liverpool Mercury	0002	1811	11	16	Caledonian Mercury	0002
1811	11	30	Caledonian Mercury	0002	1811	11	25	Morning Chronicle	0003
1811	11	30	Caledonian Mercury	0004	1811	11	27	Aberdeen Journal	0004
1811	11	30	Cobbett’s Weekly Political Register	0007	1811	11	29	Morning Chronicle	0003
1811	11	30	Cobbett’s Weekly Political Register	0011	1811	11	26	Morning Chronicle	0003
1811	11	30	Cobbett’s Weekly Political Register	0012	1811	11	25	Caledonian Mercury	0003
1811	11	30	Jackson’s Oxford Journal	0004	1811	11	28	Trewman’s Exeter Flying Post	0001
1811	11	30	Ipswich Journal	0004	1811	11	16	Jackson’s Oxford Journal	0004
1811	11	30	Leeds Mercury	0002	1811	11	28	Caledonian Mercury	0004
1811	12	02	Caledonian Mercury	0002	1811	11	29	Morning Chronicle	0002
1811	12	02	Morning Chronicle	0002	1811	11	30	Jackson’s Oxford Journal	0004
1811	12	03	Hull Packet	0004	1811	11	28	Caledonian Mercury	0004
1811	12	04	Aberdeen Journal	0002	1811	11	28	Caledonian Mercury	0004
1811	12	05	Caledonian Mercury	0004	1811	11	30	Morning Chronicle	0002
1811	12	07	Cobbett’s Weekly Political Register	0015	1811	11	28	Caledonian Mercury	0004
1811	12	07	Cobbett’s Weekly Political Register	0016	1811	11	28	Caledonian Mercury	0004
1811	12	07	Ipswich Journal	0001	1811	11	16	Jackson’s Oxford Journal	0004
1811	12	11	Aberdeen Journal	0002	1811	11	30	Caledonian Mercury	0004
1811	12	14	Caledonian Mercury	0001	1811	11	21	Derby Mercury	0001
1811	12	14	Cobbett’s Weekly Political Register	0015	1811	11	28	Caledonian Mercury	0004
1811	12	14	Cobbett’s Weekly Political Register	0016	1811	11	30	Caledonian Mercury	0002
1811	12	14	Ipswich Journal	0004	1811	11	16	Jackson’s Oxford Journal	0004
1811	12	16	Caledonian Mercury	0001	1811	11	16	Jackson’s Oxford Journal	0004
1811	12	18	Aberdeen Journal	0004	1811	11	30	Caledonian Mercury	0004
1811	12	19	Derby Mercury	0001	1811	11	16	Jackson’s Oxford Journal	0004
1811	12	21	Ipswich Journal	0001	1811	11	07	Derby Mercury	0001
1811	12	31	Hull Packet	0004	1811	11	16	Jackson’s Oxford Journal	0004
1812	01	22	Aberdeen Journal	0002	1811	11	25	Caledonian Mercury	0004
1812	04	04	Leeds Mercury	0004	1811	11	16	Jackson’s Oxford Journal	0001
1812	05	02	Leeds Mercury	0004	1811	11	16	Ipswich Journal	0003
1812	05	09	Jackson’s Oxford Journal	0004	1811	11	11	Caledonian Mercury	0001
1812	05	09	Leeds Mercury	0004	1811	11	16	Ipswich Journal	0003
1812	05	16	Leeds Mercury	0004	1811	11	16	Ipswich Journal	0003
1812	05	30	Leeds Mercury	0004	1811	11	16	Ipswich Journal	0003
