RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1807	11	03	Hull Packet	0001	1807	11	02	Hampshire/Portsmouth Telegraph	0004
1807	11	03	Hull Packet	0002	1807	11	02	Hampshire/Portsmouth Telegraph	0002
1807	11	04	Aberdeen Journal	0002	1807	11	03	Hull Packet	0002
1807	11	05	Caledonian Mercury	0002	1807	11	02	Morning Chronicle	0002
1807	11	05	Derby Mercury	0002	1807	11	02	Morning Chronicle	0002
1807	11	05	Trewman’s Exeter Flying Post	0002	1807	11	02	Morning Chronicle	0002
1807	11	05	Trewman’s Exeter Flying Post	0003	1807	11	02	Hampshire/Portsmouth Telegraph	0001
1807	11	07	Caledonian Mercury	0002	1807	11	04	Morning Chronicle	0002
1807	11	07	Jackson’s Oxford Journal	0002	1807	11	04	Morning Chronicle	0002
1807	11	07	Jackson’s Oxford Journal	0004	1807	11	05	Trewman’s Exeter Flying Post	0002
1807	11	07	Ipswich Journal	0002	1807	11	05	Morning Chronicle	0003
1807	11	07	Ipswich Journal	0004	1807	11	05	Caledonian Mercury	0002
1807	11	07	Newcastle Courant	0002	1807	11	02	Morning Chronicle	0002
1807	11	09	Caledonian Mercury	0004	1807	11	07	Jackson’s Oxford Journal	0001
1807	11	09	Hampshire/Portsmouth Telegraph	0004	1807	11	05	Trewman’s Exeter Flying Post	0002
1807	11	10	Hull Packet	0001	1807	11	07	Caledonian Mercury	0003
1807	11	10	Hull Packet	0002	1807	11	07	Jackson’s Oxford Journal	0002
1807	11	10	Hull Packet	0003	1807	11	07	Ipswich Journal	0002
1807	11	10	Hull Packet	0004	1807	11	07	Ipswich Journal	0004
1807	11	12	Caledonian Mercury	0002	1807	11	10	Morning Chronicle	0002
1807	11	12	Derby Mercury	0004	1807	11	07	Jackson’s Oxford Journal	0002
1807	11	14	Caledonian Mercury	0002	1807	11	11	Morning Chronicle	0002
1807	11	14	Jackson’s Oxford Journal	0004	1807	11	09	Hampshire/Portsmouth Telegraph	0003
1807	11	16	Caledonian Mercury	0002	1807	11	12	Morning Chronicle	0002
1807	11	16	Hampshire/Portsmouth Telegraph	0004	1807	11	14	Jackson’s Oxford Journal	0001
1807	11	17	Hull Packet	0001	1807	11	14	Jackson’s Oxford Journal	0004
1807	11	17	Hull Packet	0004	1807	11	12	Caledonian Mercury	0002
1807	11	19	Caledonian Mercury	0002	1807	11	17	Morning Chronicle	0002
1807	11	19	Derby Mercury	0004	1807	11	17	Hull Packet	0004
1807	11	21	Jackson’s Oxford Journal	0001	1807	11	17	Hull Packet	0001
1807	11	21	Jackson’s Oxford Journal	0002	1807	11	18	Morning Chronicle	0004
1807	11	21	Jackson’s Oxford Journal	0004	1807	11	19	Derby Mercury	0002
1807	11	21	Ipswich Journal	0002	1807	11	18	Morning Chronicle	0003
1807	11	21	Ipswich Journal	0004	1807	11	19	Trewman’s Exeter Flying Post	0002
1807	11	21	Newcastle Courant	0002	1807	11	17	Morning Chronicle	0002
1807	11	23	Caledonian Mercury	0004	1807	11	21	Ipswich Journal	0004
1807	11	23	Hampshire/Portsmouth Telegraph	0004	1807	11	21	Jackson’s Oxford Journal	0002
1807	11	24	Hull Packet	0001	1807	11	21	Jackson’s Oxford Journal	0001
1807	11	24	Hull Packet	0004	1807	11	17	Morning Chronicle	0002
1807	11	25	Aberdeen Journal	0002	1807	11	24	Hull Packet	0004
1807	11	26	Caledonian Mercury	0002	1807	11	23	Morning Chronicle	0002
1807	11	26	Derby Mercury	0002	1807	11	23	Morning Chronicle	0002
1807	11	26	Derby Mercury	0004	1807	11	21	Jackson’s Oxford Journal	0003
1807	11	26	Trewman’s Exeter Flying Post	0002	1807	11	23	Morning Chronicle	0002
1807	11	28	Caledonian Mercury	0002	1807	11	25	Morning Chronicle	0002
1807	11	28	Jackson’s Oxford Journal	0004	1807	11	26	Caledonian Mercury	0002
1807	11	28	Newcastle Courant	0002	1807	11	26	Caledonian Mercury	0002
1807	11	30	Caledonian Mercury	0002	1807	11	25	Morning Chronicle	0003
1807	12	01	Hull Packet	0001	1807	11	26	Caledonian Mercury	0002
1807	12	01	Hull Packet	0004	1807	11	28	Jackson’s Oxford Journal	0004
1807	12	03	Caledonian Mercury	0002	1807	11	30	Morning Chronicle	0002
1807	12	03	Derby Mercury	0004	1807	11	28	Jackson’s Oxford Journal	0002
1807	12	03	Morning Chronicle	0002	1807	11	07	Newcastle Courant	0003
1807	12	03	Trewman’s Exeter Flying Post	0002	1807	11	28	Jackson’s Oxford Journal	0002
1807	12	03	Trewman’s Exeter Flying Post	0003	1807	11	21	Jackson’s Oxford Journal	0001
1807	12	05	Jackson’s Oxford Journal	0004	1807	11	27	Morning Chronicle	0003
1807	12	05	Morning Chronicle	0004	1807	11	14	Newcastle Courant	0001
1807	12	12	Jackson’s Oxford Journal	0004	1807	11	26	Derby Mercury	0004
1807	12	12	Newcastle Courant	0003	1807	11	04	Aberdeen Journal	0002
1807	12	15	Hull Packet	0004	1807	11	28	Ipswich Journal	0002
1807	12	19	Jackson’s Oxford Journal	0001	1807	11	03	Hull Packet	0001
1807	12	19	Jackson’s Oxford Journal	0004	1807	11	03	Hull Packet	0001
1807	12	24	Trewman’s Exeter Flying Post	0003	1807	11	26	Derby Mercury	0004
1807	12	31	Derby Mercury	0004	1807	11	28	Jackson’s Oxford Journal	0002
1807	12	31	Trewman’s Exeter Flying Post	0003	1807	11	26	Derby Mercury	0004
1808	01	02	Morning Chronicle	0004	1807	11	14	Newcastle Courant	0001
1808	01	07	Trewman’s Exeter Flying Post	0002	1807	11	19	Derby Mercury	0004
1808	01	16	Jackson’s Oxford Journal	0004	1807	11	26	Derby Mercury	0004
1808	01	21	Trewman’s Exeter Flying Post	0002	1807	11	26	Derby Mercury	0004
1808	01	28	Trewman’s Exeter Flying Post	0003	1807	11	12	Derby Mercury	0004
1808	02	04	Trewman’s Exeter Flying Post	0003	1807	11	26	Derby Mercury	0004
1808	02	06	Jackson’s Oxford Journal	0004	1807	11	12	Derby Mercury	0004
1808	02	06	Leeds Mercury	0004	1807	11	12	Derby Mercury	0004
1808	03	10	Trewman’s Exeter Flying Post	0003	1807	11	07	Jackson’s Oxford Journal	0004
1808	03	24	Trewman’s Exeter Flying Post	0002	1807	11	26	Derby Mercury	0004
1808	03	31	Trewman’s Exeter Flying Post	0003	1807	11	19	Derby Mercury	0004
1808	04	21	Trewman’s Exeter Flying Post	0002	1807	11	26	Derby Mercury	0004
1808	04	28	Trewman’s Exeter Flying Post	0003	1807	11	19	Derby Mercury	0004
1808	04	30	Caledonian Mercury	0004	1807	11	12	Derby Mercury	0004
1808	05	19	Trewman’s Exeter Flying Post	0003	1807	11	26	Derby Mercury	0004
