PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
217	298	305	1813	02	04	Caledonian Mercury	1813.02.04_CaledonianMercury_0002	1813	02	01	Morning Chronicle	1813.02.01_TheMorningChronicle_0002
401	653	648	1813	02	04	Caledonian Mercury	1813.02.04_CaledonianMercury_0004	1813	02	01	Caledonian Mercury	1813.02.01_CaledonianMercury_0002
205	350	350	1813	02	05	Liverpool Mercury	1813.02.05_LiverpoolMercuryetc_0003	1813	02	01	Caledonian Mercury	1813.02.01_CaledonianMercury_0003
228	347	361	1813	02	06	Ipswich Journal	1813.02.06_TheIpswichJournal_0001	1813	02	04	Derby Mercury	1813.02.04_TheDerbyMercury_0001
663	1047	1041	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0002	1813	02	04	Morning Chronicle	1813.02.04_TheMorningChronicle_0002
443	664	671	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0002	1813	02	05	Morning Chronicle	1813.02.05_TheMorningChronicle_0002
311	485	476	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0004	1813	02	01	Caledonian Mercury	1813.02.01_CaledonianMercury_0004
203	298	302	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0004	1813	02	04	Caledonian Mercury	1813.02.04_CaledonianMercury_0004
444	628	599	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0004	1813	02	06	Caledonian Mercury	1813.02.06_CaledonianMercury_0004
210	322	305	1813	02	10	Aberdeen Journal	1813.02.10_TheAberdeenJournal_0002	1813	02	01	Caledonian Mercury	1813.02.01_CaledonianMercury_0003
312	507	508	1813	02	10	Aberdeen Journal	1813.02.10_TheAberdeenJournal_0002	1813	02	03	Aberdeen Journal	1813.02.03_TheAberdeenJournal_0001
206	315	299	1813	02	10	Aberdeen Journal	1813.02.10_TheAberdeenJournal_0003	1813	02	06	Caledonian Mercury	1813.02.06_CaledonianMercury_0002
239	395	399	1813	02	11	Caledonian Mercury	1813.02.11_CaledonianMercury_0001	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0001
256	362	367	1813	02	11	Caledonian Mercury	1813.02.11_CaledonianMercury_0001	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0004
414	639	647	1813	02	11	Caledonian Mercury	1813.02.11_CaledonianMercury_0002	1813	02	06	Morning Chronicle	1813.02.06_TheMorningChronicle_0003
268	384	370	1813	02	11	Caledonian Mercury	1813.02.11_CaledonianMercury_0002	1813	02	08	Morning Chronicle	1813.02.08_TheMorningChronicle_0002
234	386	396	1813	02	11	Derby Mercury	1813.02.11_TheDerbyMercury_0001	1813	02	04	Derby Mercury	1813.02.04_TheDerbyMercury_0001
221	378	361	1813	02	11	Trewman’s Exeter Flying Post	1813.02.11_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1813	02	04	Trewman’s Exeter Flying Post	1813.02.04_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
309	496	503	1813	02	12	Liverpool Mercury	1813.02.12_LiverpoolMercuryetc_0004	1813	02	05	Liverpool Mercury	1813.02.05_LiverpoolMercuryetc_0004
391	678	663	1813	02	12	Liverpool Mercury	1813.02.12_LiverpoolMercuryetc_0005	1813	02	01	Morning Chronicle	1813.02.01_TheMorningChronicle_0002
1189	1775	1817	1813	02	13	Caledonian Mercury	1813.02.13_CaledonianMercury_0002	1813	02	10	Morning Chronicle	1813.02.10_TheMorningChronicle_0002
228	313	310	1813	02	13	Caledonian Mercury	1813.02.13_CaledonianMercury_0003	1813	02	06	Caledonian Mercury	1813.02.06_CaledonianMercury_0004
301	370	388	1813	02	13	Caledonian Mercury	1813.02.13_CaledonianMercury_0003	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0004
470	762	768	1813	02	13	Caledonian Mercury	1813.02.13_CaledonianMercury_0004	1813	02	01	Morning Chronicle	1813.02.01_TheMorningChronicle_0002
256	421	406	1813	02	13	Caledonian Mercury	1813.02.13_CaledonianMercury_0004	1813	02	06	Caledonian Mercury	1813.02.06_CaledonianMercury_0004
566	930	941	1813	02	13	Caledonian Mercury	1813.02.13_CaledonianMercury_0004	1813	02	12	Liverpool Mercury	1813.02.12_LiverpoolMercuryetc_0005
399	690	687	1813	02	13	Ipswich Journal	1813.02.13_TheIpswichJournal_0001	1813	02	01	Morning Chronicle	1813.02.01_TheMorningChronicle_0002
285	433	432	1813	02	13	Ipswich Journal	1813.02.13_TheIpswichJournal_0001	1813	02	06	Ipswich Journal	1813.02.06_TheIpswichJournal_0001
257	432	439	1813	02	13	Ipswich Journal	1813.02.13_TheIpswichJournal_0001	1813	02	06	Ipswich Journal	1813.02.06_TheIpswichJournal_0003
391	670	693	1813	02	13	Ipswich Journal	1813.02.13_TheIpswichJournal_0001	1813	02	12	Liverpool Mercury	1813.02.12_LiverpoolMercuryetc_0005
683	1127	1128	1813	02	13	Ipswich Journal	1813.02.13_TheIpswichJournal_0001	1813	02	13	Caledonian Mercury	1813.02.13_CaledonianMercury_0004
297	442	453	1813	02	13	Ipswich Journal	1813.02.13_TheIpswichJournal_0003	1813	02	06	Ipswich Journal	1813.02.06_TheIpswichJournal_0003
252	388	382	1813	02	14	Examiner	1813.02.14_TheExaminer_0003	1813	02	12	Morning Chronicle	1813.02.12_TheMorningChronicle_0003
262	368	377	1813	02	15	Caledonian Mercury	1813.02.15_CaledonianMercury_0001	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0001
332	498	513	1813	02	15	Caledonian Mercury	1813.02.15_CaledonianMercury_0002	1813	02	11	Morning Chronicle	1813.02.11_TheMorningChronicle_0002
323	465	481	1813	02	15	Caledonian Mercury	1813.02.15_CaledonianMercury_0002	1813	02	12	Morning Chronicle	1813.02.12_TheMorningChronicle_0003
444	686	702	1813	02	15	Caledonian Mercury	1813.02.15_CaledonianMercury_0004	1813	02	08	Caledonian Mercury	1813.02.08_CaledonianMercury_0004
249	451	448	1813	02	16	Hull Packet	1813.02.16_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1813	02	01	Morning Chronicle	1813.02.01_TheMorningChronicle_0002
307	559	560	1813	02	16	Hull Packet	1813.02.16_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1813	02	12	Liverpool Mercury	1813.02.12_LiverpoolMercuryetc_0005
457	760	749	1813	02	16	Hull Packet	1813.02.16_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1813	02	13	Caledonian Mercury	1813.02.13_CaledonianMercury_0004
342	591	576	1813	02	16	Hull Packet	1813.02.16_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1813	02	13	Ipswich Journal	1813.02.13_TheIpswichJournal_0001
404	676	704	1813	02	16	Hull Packet	1813.02.16_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0004	1813	02	10	Morning Chronicle	1813.02.10_TheMorningChronicle_0002
