PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
533	734	747	1817	04	03	Caledonian Mercury	1817.04.03_CaledonianMercury_0004	1817	04	01	Morning Chronicle	1817.04.01_TheMorningChronicle_0003
377	545	558	1817	04	04	Liverpool Mercury	1817.04.04_LiverpoolMercuryetc_0002	1817	04	03	Caledonian Mercury	1817.04.03_CaledonianMercury_0004
264	398	400	1817	04	05	Caledonian Mercury	1817.04.05_CaledonianMercury_0002	1817	04	02	Morning Chronicle	1817.04.02_TheMorningChronicle_0002
203	277	284	1817	04	05	Leeds Mercury	1817.04.05_TheLeedsMercury_0002	1817	04	03	Morning Chronicle	1817.04.03_TheMorningChronicle_0002
296	492	484	1817	04	06	Examiner	1817.04.06_TheExaminer_0005	1817	04	05	Morning Chronicle	1817.04.05_TheMorningChronicle_0002
308	494	505	1817	04	06	Examiner	1817.04.06_TheExaminer_0014	1817	04	03	Morning Chronicle	1817.04.03_TheMorningChronicle_0003
615	957	939	1817	04	07	Caledonian Mercury	1817.04.07_CaledonianMercury_0002	1817	04	03	Morning Chronicle	1817.04.03_TheMorningChronicle_0002
206	275	279	1817	04	07	Caledonian Mercury	1817.04.07_CaledonianMercury_0003	1817	04	05	Caledonian Mercury	1817.04.05_CaledonianMercury_0003
252	357	368	1817	04	07	Caledonian Mercury	1817.04.07_CaledonianMercury_0004	1817	04	01	Morning Chronicle	1817.04.01_TheMorningChronicle_0003
209	392	389	1817	04	08	Morning Chronicle	1817.04.08_TheMorningChronicle_0004	1817	04	04	Morning Chronicle	1817.04.04_TheMorningChronicle_0004
274	447	429	1817	04	08	Morning Chronicle	1817.04.08_TheMorningChronicle_0004	1817	04	07	Morning Chronicle	1817.04.07_TheMorningChronicle_0004
319	516	528	1817	04	09	Morning Chronicle	1817.04.09_TheMorningChronicle_0001	1817	04	07	Morning Chronicle	1817.04.07_TheMorningChronicle_0001
402	639	613	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0001	1817	04	03	Caledonian Mercury	1817.04.03_CaledonianMercury_0001
677	892	912	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0002	1817	04	07	Morning Chronicle	1817.04.07_TheMorningChronicle_0002
201	293	290	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0002	1817	04	07	Morning Chronicle	1817.04.07_TheMorningChronicle_0003
283	488	485	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0004	1817	04	03	Caledonian Mercury	1817.04.03_CaledonianMercury_0001
452	691	685	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0004	1817	04	03	Caledonian Mercury	1817.04.03_CaledonianMercury_0003
386	587	580	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0004	1817	04	03	Caledonian Mercury	1817.04.03_CaledonianMercury_0004
241	351	338	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0004	1817	04	05	Caledonian Mercury	1817.04.05_CaledonianMercury_0003
202	288	283	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0004	1817	04	07	Caledonian Mercury	1817.04.07_CaledonianMercury_0003
208	357	333	1817	04	10	Derby Mercury	1817.04.10_TheDerbyMercury_0001	1817	04	07	Caledonian Mercury	1817.04.07_CaledonianMercury_0004
386	671	684	1817	04	10	Morning Chronicle	1817.04.10_TheMorningChronicle_0001	1817	04	07	Morning Chronicle	1817.04.07_TheMorningChronicle_0001
277	464	464	1817	04	10	Morning Chronicle	1817.04.10_TheMorningChronicle_0001	1817	04	08	Morning Chronicle	1817.04.08_TheMorningChronicle_0001
446	633	630	1817	04	10	Morning Chronicle	1817.04.10_TheMorningChronicle_0001	1817	04	09	Morning Chronicle	1817.04.09_TheMorningChronicle_0001
343	499	506	1817	04	10	Morning Chronicle	1817.04.10_TheMorningChronicle_0003	1817	04	03	Caledonian Mercury	1817.04.03_CaledonianMercury_0004
274	370	392	1817	04	10	Trewman’s Exeter Flying Post	1817.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	1817	04	03	Trewman’s Exeter Flying Post	1817.04.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
204	309	301	1817	04	10	Trewman’s Exeter Flying Post	1817.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1817	04	01	Morning Chronicle	1817.04.01_TheMorningChronicle_0003
385	545	556	1817	04	10	Trewman’s Exeter Flying Post	1817.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1817	04	03	Trewman’s Exeter Flying Post	1817.04.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
340	481	474	1817	04	10	Trewman’s Exeter Flying Post	1817.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1817	04	03	Trewman’s Exeter Flying Post	1817.04.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
204	294	293	1817	04	10	Trewman’s Exeter Flying Post	1817.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1817	04	07	Morning Chronicle	1817.04.07_TheMorningChronicle_0003
672	1026	1023	1817	04	10	Trewman’s Exeter Flying Post	1817.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1817	04	10	Caledonian Mercury	1817.04.10_CaledonianMercury_0002
228	291	306	1817	04	10	Trewman’s Exeter Flying Post	1817.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1817	04	03	Trewman’s Exeter Flying Post	1817.04.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
411	625	624	1817	04	10	Trewman’s Exeter Flying Post	1817.04.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1817	04	03	Trewman’s Exeter Flying Post	1817.04.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
