PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
293	407	407	1835	09	03	Trewman’s Exeter Flying Post	1835.09.03_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0004
215	308	317	1835	09	04	Liverpool Mercury	1835.09.04_LiverpoolMercuryetc_0002	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0004
656	766	786	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0001	1835	09	01	Belfast News-Letter	1835.09.01_TheBelfastNews-Letter_0003
247	316	318	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0002	1835	09	01	Belfast News-Letter	1835.09.01_TheBelfastNews-Letter_0002
1101	1353	1382	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0003	1835	09	01	Belfast News-Letter	1835.09.01_TheBelfastNews-Letter_0003
286	342	362	1835	09	04	Hull Packet	1835.09.04_TheHullPacket_0004	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0004
343	510	519	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0002	1835	09	04	Morning Chronicle	1835.09.04_TheMorningChronicle_0003
512	568	557	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0008	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0003
326	442	483	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0010	1835	09	02	Morning Chronicle	1835.09.02_TheMorningChronicle_0003
255	323	324	1835	09	05	Preston Chronicle	1835.09.05_PrestonChronicle_0004	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0001
405	706	683	1835	09	05	Preston Chronicle	1835.09.05_PrestonChronicle_0004	1835	09	03	Caledonian Mercury	1835.09.03_CaledonianMercury_0004
216	339	343	1835	09	05	Preston Chronicle	1835.09.05_PrestonChronicle_0004	1835	09	04	Liverpool Mercury	1835.09.04_LiverpoolMercuryetc_0007
483	664	667	1835	09	05	Preston Chronicle	1835.09.05_PrestonChronicle_0004	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0001
234	429	407	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0002	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0001
416	665	674	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0004	1835	09	03	Caledonian Mercury	1835.09.03_CaledonianMercury_0004
507	615	662	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0001	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0002
349	509	512	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0002	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0003
487	604	606	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0004	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0003
477	572	584	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0004	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0008
456	609	600	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0004	1835	09	05	Preston Chronicle	1835.09.05_PrestonChronicle_0004
254	353	354	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0002	1835	09	04	Hull Packet	1835.09.04_TheHullPacket_0001
314	494	490	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0004	1835	09	04	Liverpool Mercury	1835.09.04_LiverpoolMercuryetc_0002
340	486	467	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0004	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0004
233	282	279	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0004	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0006
251	327	306	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0004	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0007
244	436	426	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0004	1835	09	05	Preston Chronicle	1835.09.05_PrestonChronicle_0002
312	405	413	1835	09	05	Newcastle Courant	1835.09.05_TheNewcastleCourantetc_0002	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0004
346	456	448	1835	09	05	Newcastle Courant	1835.09.05_TheNewcastleCourantetc_0003	1835	09	04	Hull Packet	1835.09.04_TheHullPacket_0001
952	1402	1407	1835	09	05	Newcastle Courant	1835.09.05_TheNewcastleCourantetc_0004	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0004
215	253	250	1835	09	06	Examiner	1835.09.06_TheExaminer_0006	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0003
238	365	370	1835	09	06	Examiner	1835.09.06_TheExaminer_0006	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0002
488	556	557	1835	09	06	Examiner	1835.09.06_TheExaminer_0007	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0003
297	328	329	1835	09	06	Examiner	1835.09.06_TheExaminer_0007	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0004
495	561	569	1835	09	06	Examiner	1835.09.06_TheExaminer_0007	1835	09	05	Cobbett’s Weekly Political Register	1835.09.05_Cobbett'sWeeklyPoliticalRegister_0008
517	642	648	1835	09	06	Examiner	1835.09.06_TheExaminer_0007	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0004
322	455	482	1835	09	06	Examiner	1835.09.06_TheExaminer_0007	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0004
326	514	524	1835	09	06	Examiner	1835.09.06_TheExaminer_0008	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0002
329	411	433	1835	09	06	Examiner	1835.09.06_TheExaminer_0008	1835	09	05	Manchester Times	1835.09.05_TheManchesterTimesandGazette_0004
538	666	660	1835	09	06	Examiner	1835.09.06_TheExaminer_0009	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0002
220	313	291	1835	09	07	Caledonian Mercury	1835.09.07_CaledonianMercury_0004	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0002
388	552	537	1835	09	07	Hampshire/Portsmouth Telegraph	1835.09.07_HampshireTelegraphandSussexChronicleetc_0002	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0002
348	559	536	1835	09	07	Hampshire/Portsmouth Telegraph	1835.09.07_HampshireTelegraphandSussexChronicleetc_0003	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0002
433	585	582	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0001	1835	09	01	Brighton Patriot	1835.09.01_BrightonPatriotandLewesFreePressetc_0001
446	628	629	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0002	1835	09	01	Brighton Patriot	1835.09.01_BrightonPatriotandLewesFreePressetc_0002
261	413	408	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0003	1835	09	01	Brighton Patriot	1835.09.01_BrightonPatriotandLewesFreePressetc_0003
227	316	309	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0004	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0003
207	350	356	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0004	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0002
695	879	849	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0006
211	341	348	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0008
379	492	497	1835	09	08	Belfast News-Letter	1835.09.08_TheBelfastNews-Letter_0001	1835	09	07	Caledonian Mercury	1835.09.07_CaledonianMercury_0001
226	320	317	1835	09	08	Belfast News-Letter	1835.09.08_TheBelfastNews-Letter_0002	1835	09	01	Belfast News-Letter	1835.09.01_TheBelfastNews-Letter_0002
208	283	287	1835	09	08	Belfast News-Letter	1835.09.08_TheBelfastNews-Letter_0002	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0002
928	1319	1349	1835	09	08	Belfast News-Letter	1835.09.08_TheBelfastNews-Letter_0003	1835	09	01	Belfast News-Letter	1835.09.01_TheBelfastNews-Letter_0003
898	1191	1203	1835	09	08	Belfast News-Letter	1835.09.08_TheBelfastNews-Letter_0003	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0003
497	729	722	1835	09	08	Belfast News-Letter	1835.09.08_TheBelfastNews-Letter_0004	1835	09	01	Belfast News-Letter	1835.09.01_TheBelfastNews-Letter_0004
935	1211	1160	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0001	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0001
231	326	318	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0001	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0002
355	478	489	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0001	1835	09	04	Liverpool Mercury	1835.09.04_LiverpoolMercuryetc_0006
298	446	423	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0001	1835	09	05	Preston Chronicle	1835.09.05_PrestonChronicle_0001
449	600	608	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0002	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0002
259	333	335	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0002	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0001
1503	2013	1993	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0003	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0003
208	297	314	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	02	Derby Mercury	1835.09.02_TheDerbyMercury_0004
295	422	407	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0002
365	504	483	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	05	Bristol Mercury	1835.09.05_TheBristolMercury_0003
811	1117	1084	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0002
333	417	406	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0006
372	465	463	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0008
480	581	570	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0009
206	266	267	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	07	Hampshire/Portsmouth Telegraph	1835.09.07_HampshireTelegraphandSussexChronicleetc_0002
352	513	518	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	07	Hampshire/Portsmouth Telegraph	1835.09.07_HampshireTelegraphandSussexChronicleetc_0003
420	667	643	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0004
2319	3355	3277	1835	09	10	Caledonian Mercury	1835.09.10_CaledonianMercury_0004	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0002
1050	1436	1512	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0002
461	681	714	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1835	09	10	Caledonian Mercury	1835.09.10_CaledonianMercury_0004
413	627	637	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0002
216	304	321	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0004
276	367	370	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0006
525	691	703	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0008
211	265	268	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0009
497	632	646	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004
249	432	418	1835	09	11	Liverpool Mercury	1835.09.11_LiverpoolMercuryetc_0001	1835	09	04	Liverpool Mercury	1835.09.04_LiverpoolMercuryetc_0001
220	301	304	1835	09	11	Liverpool Mercury	1835.09.11_LiverpoolMercuryetc_0002	1835	09	06	Examiner	1835.09.06_TheExaminer_0009
283	395	396	1835	09	11	Liverpool Mercury	1835.09.11_LiverpoolMercuryetc_0002	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0004
977	1480	1460	1835	09	11	Liverpool Mercury	1835.09.11_LiverpoolMercuryetc_0004	1835	09	04	Liverpool Mercury	1835.09.04_LiverpoolMercuryetc_0004
215	376	373	1835	09	11	Liverpool Mercury	1835.09.11_LiverpoolMercuryetc_0005	1835	09	04	Liverpool Mercury	1835.09.04_LiverpoolMercuryetc_0005
233	360	359	1835	09	11	Liverpool Mercury	1835.09.11_LiverpoolMercuryetc_0005	1835	09	05	Preston Chronicle	1835.09.05_PrestonChronicle_0001
906	1367	1353	1835	09	11	Liverpool Mercury	1835.09.11_LiverpoolMercuryetc_0007	1835	09	04	Liverpool Mercury	1835.09.04_LiverpoolMercuryetc_0007
2457	3144	3272	1835	09	11	Belfast News-Letter	1835.09.11_TheBelfastNews-Letter_0001	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0002
1329	1936	2054	1835	09	11	Belfast News-Letter	1835.09.11_TheBelfastNews-Letter_0001	1835	09	10	Caledonian Mercury	1835.09.10_CaledonianMercury_0004
697	1050	1024	1835	09	11	Belfast News-Letter	1835.09.11_TheBelfastNews-Letter_0001	1835	09	10	Trewman’s Exeter Flying Post	1835.09.10_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
210	280	280	1835	09	11	Belfast News-Letter	1835.09.11_TheBelfastNews-Letter_0003	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0002
630	887	897	1835	09	11	Belfast News-Letter	1835.09.11_TheBelfastNews-Letter_0003	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0003
432	628	632	1835	09	11	Belfast News-Letter	1835.09.11_TheBelfastNews-Letter_0003	1835	09	08	Belfast News-Letter	1835.09.08_TheBelfastNews-Letter_0003
330	549	539	1835	09	11	Belfast News-Letter	1835.09.11_TheBelfastNews-Letter_0004	1835	09	04	Belfast News-Letter	1835.09.04_TheBelfastNews-Letter_0004
1896	2475	2427	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0001	1835	09	04	Hull Packet	1835.09.04_TheHullPacket_0001
958	1193	1183	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0001	1835	09	04	Hull Packet	1835.09.04_TheHullPacket_0002
215	292	295	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0001	1835	09	05	Newcastle Courant	1835.09.05_TheNewcastleCourantetc_0003
548	927	934	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0004	1835	09	04	Hull Packet	1835.09.04_TheHullPacket_0004
523	775	777	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0004	1835	09	05	Ipswich Journal	1835.09.05_TheIpswichJournal_0002
574	694	690	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0008
271	339	340	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0004	1835	09	06	Examiner	1835.09.06_TheExaminer_0009
304	468	457	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0004	1835	09	08	Brighton Patriot	1835.09.08_BrightonPatriotandLewesFreePressetc_0004
3723	4695	4858	1835	09	11	Hull Packet	1835.09.11_TheHullPacket_0004	1835	09	09	Derby Mercury	1835.09.09_TheDerbyMercury_0002
