PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
262	372	357	1805	04	04	Trewman’s Exeter Flying Post	1805.04.04_Trewman'sExeterFlyingPost_0004	1805	04	04	Caledonian Mercury	1805.04.04_CaledonianMercury_0002
258	396	405	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0001	1805	04	01	Caledonian Mercury	1805.04.01_CaledonianMercury_0001
293	432	435	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0001	1805	04	04	Caledonian Mercury	1805.04.04_CaledonianMercury_0001
589	930	931	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0002	1805	04	02	Morning Chronicle	1805.04.02_TheMorningChronicle_0002
582	915	876	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0002	1805	04	04	Morning Chronicle	1805.04.04_TheMorningChronicle_0003
227	317	316	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0003	1805	04	04	Morning Chronicle	1805.04.04_TheMorningChronicle_0002
325	478	482	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0004	1805	04	01	Caledonian Mercury	1805.04.01_CaledonianMercury_0004
321	468	445	1805	04	06	Cobbett’s Weekly Political Register	1805.04.06_Cobbett'sWeeklyPoliticalRegister_0012	1805	04	04	Morning Chronicle	1805.04.04_TheMorningChronicle_0003
413	633	628	1805	04	06	Cobbett’s Weekly Political Register	1805.04.06_Cobbett'sWeeklyPoliticalRegister_0012	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0002
224	332	361	1805	04	06	Jackson’s Oxford Journal	1805.04.06_Jackson'sOxfordJournal_0001	1805	04	04	Trewman’s Exeter Flying Post	1805.04.04_Trewman'sExeterFlyingPost_0004
205	331	342	1805	04	06	Jackson’s Oxford Journal	1805.04.06_Jackson'sOxfordJournal_0002	1805	04	04	Derby Mercury	1805.04.04_TheDerbyMercury_0001
283	389	402	1805	04	06	Jackson’s Oxford Journal	1805.04.06_Jackson'sOxfordJournal_0002	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0003
215	336	325	1805	04	08	Caledonian Mercury	1805.04.08_CaledonianMercury_0001	1805	04	01	Caledonian Mercury	1805.04.01_CaledonianMercury_0001
263	424	407	1805	04	08	Caledonian Mercury	1805.04.08_CaledonianMercury_0001	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0001
661	1001	950	1805	04	08	Hampshire/Portsmouth Telegraph	1805.04.08_HampshireTelegraphandSussexChronicleetc_0001	1805	04	01	Hampshire/Portsmouth Telegraph	1805.04.01_HampshireTelegraphandSussexChronicleetc_0001
388	591	590	1805	04	08	Hampshire/Portsmouth Telegraph	1805.04.08_HampshireTelegraphandSussexChronicleetc_0001	1805	04	01	Hampshire/Portsmouth Telegraph	1805.04.01_HampshireTelegraphandSussexChronicleetc_0002
295	468	470	1805	04	08	Hampshire/Portsmouth Telegraph	1805.04.08_HampshireTelegraphandSussexChronicleetc_0001	1805	04	01	Hampshire/Portsmouth Telegraph	1805.04.01_HampshireTelegraphandSussexChronicleetc_0004
229	337	347	1805	04	08	Hampshire/Portsmouth Telegraph	1805.04.08_HampshireTelegraphandSussexChronicleetc_0001	1805	04	04	Trewman’s Exeter Flying Post	1805.04.04_Trewman'sExeterFlyingPost_0004
328	440	457	1805	04	08	Hampshire/Portsmouth Telegraph	1805.04.08_HampshireTelegraphandSussexChronicleetc_0002	1805	04	04	Trewman’s Exeter Flying Post	1805.04.04_Trewman'sExeterFlyingPost_0004
237	346	342	1805	04	08	Hampshire/Portsmouth Telegraph	1805.04.08_HampshireTelegraphandSussexChronicleetc_0002	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0003
251	431	421	1805	04	08	Hampshire/Portsmouth Telegraph	1805.04.08_HampshireTelegraphandSussexChronicleetc_0002	1805	04	06	Jackson’s Oxford Journal	1805.04.06_Jackson'sOxfordJournal_0002
392	610	613	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0001	1805	04	03	Aberdeen Journal	1805.04.03_TheAberdeenJournal_0001
560	850	846	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0001	1805	04	03	Aberdeen Journal	1805.04.03_TheAberdeenJournal_0004
280	440	433	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0002	1805	04	01	Caledonian Mercury	1805.04.01_CaledonianMercury_0001
335	502	525	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0002	1805	04	03	Aberdeen Journal	1805.04.03_TheAberdeenJournal_0001
559	822	845	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0002	1805	04	03	Aberdeen Journal	1805.04.03_TheAberdeenJournal_0002
254	339	334	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0002	1805	04	04	Caledonian Mercury	1805.04.04_CaledonianMercury_0003
420	623	617	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0003	1805	04	04	Trewman’s Exeter Flying Post	1805.04.04_Trewman'sExeterFlyingPost_0004
203	287	280	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0003	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0003
211	351	328	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0003	1805	04	06	Newcastle Courant	1805.04.06_TheNewcastleCourantetc_0004
305	479	466	1805	04	10	Aberdeen Journal	1805.04.10_TheAberdeenJournal_0003	1805	04	08	Hampshire/Portsmouth Telegraph	1805.04.08_HampshireTelegraphandSussexChronicleetc_0002
325	498	490	1805	04	11	Caledonian Mercury	1805.04.11_CaledonianMercury_0004	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0004
345	566	550	1805	04	11	Derby Mercury	1805.04.11_TheDerbyMercury_0001	1805	04	04	Derby Mercury	1805.04.04_TheDerbyMercury_0001
403	669	679	1805	04	11	Derby Mercury	1805.04.11_TheDerbyMercury_0002	1805	04	04	Derby Mercury	1805.04.04_TheDerbyMercury_0002
477	792	769	1805	04	11	Derby Mercury	1805.04.11_TheDerbyMercury_0004	1805	04	04	Derby Mercury	1805.04.04_TheDerbyMercury_0004
458	752	729	1805	04	11	Trewman’s Exeter Flying Post	1805.04.11_Trewman'sExeterFlyingPost_0002	1805	04	04	Morning Chronicle	1805.04.04_TheMorningChronicle_0003
576	812	828	1805	04	11	Trewman’s Exeter Flying Post	1805.04.11_Trewman'sExeterFlyingPost_0002	1805	04	06	Caledonian Mercury	1805.04.06_CaledonianMercury_0002
243	389	404	1805	04	11	Trewman’s Exeter Flying Post	1805.04.11_Trewman'sExeterFlyingPost_0002	1805	04	06	Cobbett’s Weekly Political Register	1805.04.06_Cobbett'sWeeklyPoliticalRegister_0012
219	337	336	1805	04	11	Trewman’s Exeter Flying Post	1805.04.11_Trewman'sExeterFlyingPost_0002	1805	04	06	Cobbett’s Weekly Political Register	1805.04.06_Cobbett'sWeeklyPoliticalRegister_0014
258	435	436	1805	04	13	Caledonian Mercury	1805.04.13_CaledonianMercury_0001	1805	04	11	Trewman’s Exeter Flying Post	1805.04.11_Trewman'sExeterFlyingPost_0004
294	500	477	1805	04	13	Caledonian Mercury	1805.04.13_CaledonianMercury_0004	1805	04	09	Morning Chronicle	1805.04.09_TheMorningChronicle_0004
310	437	449	1805	04	13	Cobbett’s Weekly Political Register	1805.04.13_Cobbett'sWeeklyPoliticalRegister_0010	1805	04	13	Cobbett’s Weekly Political Register	1805.04.13_Cobbett'sWeeklyPoliticalRegister_0008
398	624	598	1805	04	13	Jackson’s Oxford Journal	1805.04.13_Jackson'sOxfordJournal_0001	1805	04	06	Jackson’s Oxford Journal	1805.04.06_Jackson'sOxfordJournal_0002
277	386	367	1805	04	13	Jackson’s Oxford Journal	1805.04.13_Jackson'sOxfordJournal_0001	1805	04	06	Jackson’s Oxford Journal	1805.04.06_Jackson'sOxfordJournal_0003
205	282	301	1805	04	13	Jackson’s Oxford Journal	1805.04.13_Jackson'sOxfordJournal_0001	1805	04	13	Caledonian Mercury	1805.04.13_CaledonianMercury_0003
284	441	440	1805	04	13	Jackson’s Oxford Journal	1805.04.13_Jackson'sOxfordJournal_0002	1805	04	06	Jackson’s Oxford Journal	1805.04.06_Jackson'sOxfordJournal_0003
347	550	536	1805	04	13	Jackson’s Oxford Journal	1805.04.13_Jackson'sOxfordJournal_0003	1805	04	06	Jackson’s Oxford Journal	1805.04.06_Jackson'sOxfordJournal_0003
