PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
240	390	382	1807	08	01	Ipswich Journal	1807.08.01_TheIpswichJournal_0002	1807	08	01	Jackson’s Oxford Journal	1807.08.01_Jackson'sOxfordJournal_0002
259	445	442	1807	08	01	Newcastle Courant	1807.08.01_TheNewcastleCourantetc_0002	1807	08	01	Jackson’s Oxford Journal	1807.08.01_Jackson'sOxfordJournal_0004
269	359	343	1807	08	03	Caledonian Mercury	1807.08.03_CaledonianMercury_0002	1807	08	01	Morning Chronicle	1807.08.01_TheMorningChronicle_0001
202	347	350	1807	08	03	Caledonian Mercury	1807.08.03_CaledonianMercury_0004	1807	08	01	Caledonian Mercury	1807.08.01_CaledonianMercury_0004
215	312	311	1807	08	04	Hull Packet	1807.08.04_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1807	08	01	Caledonian Mercury	1807.08.01_CaledonianMercury_0003
240	386	375	1807	08	04	Hull Packet	1807.08.04_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1807	08	01	Jackson’s Oxford Journal	1807.08.01_Jackson'sOxfordJournal_0001
347	519	519	1807	08	04	Hull Packet	1807.08.04_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1807	08	01	Ipswich Journal	1807.08.01_TheIpswichJournal_0001
241	415	407	1807	08	04	Hull Packet	1807.08.04_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1807	08	01	Leeds Mercury	1807.08.01_TheLeedsMercury_0002
259	389	380	1807	08	04	Hull Packet	1807.08.04_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0002	1807	08	01	Ipswich Journal	1807.08.01_TheIpswichJournal_0001
316	468	479	1807	08	05	Aberdeen Journal	1807.08.05_TheAberdeenJournal_0003	1807	08	04	Hull Packet	1807.08.04_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001
