PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
637	935	954	1831	09	02	Freeman’s Journal	1831.09.02_Freeman'sJournalandDailyCommercialAdvertiser_0001	1831	09	01	Freeman’s Journal	1831.09.01_Freeman'sJournalandDailyCommercialAdvertiser_0001
256	361	347	1831	09	02	Liverpool Mercury	1831.09.02_LiverpoolMercuryetc_0002	1831	09	01	Freeman’s Journal	1831.09.01_Freeman'sJournalandDailyCommercialAdvertiser_0002
435	621	611	1831	09	02	Belfast News-Letter	1831.09.02_TheBelfastNews-Letter_0002	1831	09	01	Freeman’s Journal	1831.09.01_Freeman'sJournalandDailyCommercialAdvertiser_0002
720	965	963	1831	09	03	Freeman’s Journal	1831.09.03_Freeman'sJournalandDailyCommercialAdvertiser_0001	1831	09	01	Freeman’s Journal	1831.09.01_Freeman'sJournalandDailyCommercialAdvertiser_0001
552	823	813	1831	09	03	Freeman’s Journal	1831.09.03_Freeman'sJournalandDailyCommercialAdvertiser_0001	1831	09	02	Freeman’s Journal	1831.09.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
230	340	339	1831	09	03	Preston Chronicle	1831.09.03_PrestonChronicle_0003	1831	09	02	Liverpool Mercury	1831.09.02_LiverpoolMercuryetc_0007
208	305	294	1831	09	03	Preston Chronicle	1831.09.03_PrestonChronicle_0003	1831	09	02	Belfast News-Letter	1831.09.02_TheBelfastNews-Letter_0004
339	551	548	1831	09	03	Manchester Times	1831.09.03_TheManchesterTimesandGazette_0004	1831	09	03	Preston Chronicle	1831.09.03_PrestonChronicle_0002
394	537	542	1831	09	03	Newcastle Courant	1831.09.03_TheNewcastleCourantetc_0002	1831	09	02	Belfast News-Letter	1831.09.02_TheBelfastNews-Letter_0001
221	329	333	1831	09	03	Newcastle Courant	1831.09.03_TheNewcastleCourantetc_0003	1831	09	03	Preston Chronicle	1831.09.03_PrestonChronicle_0001
257	388	384	1831	09	03	Newcastle Courant	1831.09.03_TheNewcastleCourantetc_0003	1831	09	03	Newcastle Courant	1831.09.03_TheNewcastleCourantetc_0001
217	283	275	1831	09	03	Newcastle Courant	1831.09.03_TheNewcastleCourantetc_0004	1831	09	01	Freeman’s Journal	1831.09.01_Freeman'sJournalandDailyCommercialAdvertiser_0002
502	723	724	1831	09	03	Poor Man’s Guardian	1831.09.03_ThePoorMan'sGuardian_0004	1831	09	02	Freeman’s Journal	1831.09.02_Freeman'sJournalandDailyCommercialAdvertiser_0003
341	460	465	1831	09	05	Freeman’s Journal	1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0001	1831	09	01	Freeman’s Journal	1831.09.01_Freeman'sJournalandDailyCommercialAdvertiser_0001
251	348	354	1831	09	05	Freeman’s Journal	1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0001	1831	09	02	Freeman’s Journal	1831.09.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
257	372	371	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0001	1831	09	03	Newcastle Courant	1831.09.03_TheNewcastleCourantetc_0004
217	298	284	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0002	1831	09	02	Belfast News-Letter	1831.09.02_TheBelfastNews-Letter_0004
200	277	278	1831	09	06	Freeman’s Journal	1831.09.06_Freeman'sJournalandDailyCommercialAdvertiser_0001	1831	09	04	Examiner	1831.09.04_TheExaminer_0010
275	365	365	1831	09	06	Freeman’s Journal	1831.09.06_Freeman'sJournalandDailyCommercialAdvertiser_0001	1831	09	05	Freeman’s Journal	1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0001
368	464	445	1831	09	06	Freeman’s Journal	1831.09.06_Freeman'sJournalandDailyCommercialAdvertiser_0002	1831	09	04	Examiner	1831.09.04_TheExaminer_0013
572	963	954	1831	09	06	Belfast News-Letter	1831.09.06_TheBelfastNews-Letter_0001	1831	09	02	Freeman’s Journal	1831.09.02_Freeman'sJournalandDailyCommercialAdvertiser_0003
497	744	742	1831	09	06	Belfast News-Letter	1831.09.06_TheBelfastNews-Letter_0001	1831	09	03	Poor Man’s Guardian	1831.09.03_ThePoorMan'sGuardian_0004
237	365	386	1831	09	06	Belfast News-Letter	1831.09.06_TheBelfastNews-Letter_0001	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0002
210	302	303	1831	09	06	Belfast News-Letter	1831.09.06_TheBelfastNews-Letter_0002	1831	09	05	Freeman’s Journal	1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0002
415	659	656	1831	09	06	Belfast News-Letter	1831.09.06_TheBelfastNews-Letter_0004	1831	09	05	Freeman’s Journal	1831.09.05_Freeman'sJournalandDailyCommercialAdvertiser_0003
415	595	611	1831	09	06	Belfast News-Letter	1831.09.06_TheBelfastNews-Letter_0004	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0002
279	438	438	1831	09	06	Belfast News-Letter	1831.09.06_TheBelfastNews-Letter_0004	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0003
254	407	408	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0001	1831	09	04	Examiner	1831.09.04_TheExaminer_0009
236	277	278	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0001	1831	09	04	Examiner	1831.09.04_TheExaminer_0010
204	283	284	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0001	1831	09	06	Freeman’s Journal	1831.09.06_Freeman'sJournalandDailyCommercialAdvertiser_0001
363	512	514	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0002	1831	09	03	Preston Chronicle	1831.09.03_PrestonChronicle_0002
307	452	461	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0002	1831	09	03	Manchester Times	1831.09.03_TheManchesterTimesandGazette_0004
226	295	296	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0002	1831	09	04	Examiner	1831.09.04_TheExaminer_0007
264	397	406	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0002	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0003
343	459	431	1831	09	06	Hull Packet	1831.09.06_TheHullPacketandHumberMercury_0001	1831	09	01	Freeman’s Journal	1831.09.01_Freeman'sJournalandDailyCommercialAdvertiser_0004
212	311	309	1831	09	06	Hull Packet	1831.09.06_TheHullPacketandHumberMercury_0001	1831	09	03	Newcastle Courant	1831.09.03_TheNewcastleCourantetc_0001
244	311	313	1831	09	06	Hull Packet	1831.09.06_TheHullPacketandHumberMercury_0002	1831	09	03	Preston Chronicle	1831.09.03_PrestonChronicle_0002
294	418	422	1831	09	06	Hull Packet	1831.09.06_TheHullPacketandHumberMercury_0002	1831	09	03	Manchester Times	1831.09.03_TheManchesterTimesandGazette_0004
431	586	577	1831	09	06	Hull Packet	1831.09.06_TheHullPacketandHumberMercury_0002	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0002
420	570	557	1831	09	06	Hull Packet	1831.09.06_TheHullPacketandHumberMercury_0003	1831	09	06	Bristol Mercury	1831.09.06_TheBristolMercury_0001
215	318	302	1831	09	07	Freeman’s Journal	1831.09.07_Freeman'sJournalandDailyCommercialAdvertiser_0002	1831	09	06	Freeman’s Journal	1831.09.06_Freeman'sJournalandDailyCommercialAdvertiser_0001
205	310	314	1831	09	07	Freeman’s Journal	1831.09.07_Freeman'sJournalandDailyCommercialAdvertiser_0004	1831	09	04	Examiner	1831.09.04_TheExaminer_0002
970	1262	1255	1831	09	07	Freeman’s Journal	1831.09.07_Freeman'sJournalandDailyCommercialAdvertiser_0004	1831	09	04	Examiner	1831.09.04_TheExaminer_0003
427	527	517	1831	09	07	Freeman’s Journal	1831.09.07_Freeman'sJournalandDailyCommercialAdvertiser_0004	1831	09	04	Examiner	1831.09.04_TheExaminer_0013
312	459	471	1831	09	07	Derby Mercury	1831.09.07_TheDerbyMercury_0001	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0001
205	302	314	1831	09	07	Derby Mercury	1831.09.07_TheDerbyMercury_0001	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0002
423	627	630	1831	09	07	Derby Mercury	1831.09.07_TheDerbyMercury_0001	1831	09	05	Hampshire/Portsmouth Telegraph	1831.09.05_HampshireTelegraphandSussexChronicleetc_0003
