PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
382	519	504	1830	08	02	Caledonian Mercury	1830.08.02_CaledonianMercury_0002	1830	08	01	Examiner	1830.08.01_TheExaminer_0008
572	709	698	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0004	1830	08	01	Examiner	1830.08.01_TheExaminer_0008
1817	2470	2537	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0004	1830	08	02	Caledonian Mercury	1830.08.02_CaledonianMercury_0002
381	482	469	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0002	1830	08	01	Examiner	1830.08.01_TheExaminer_0008
283	371	360	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0003	1830	08	01	Examiner	1830.08.01_TheExaminer_0008
268	384	394	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0003	1830	08	02	Caledonian Mercury	1830.08.02_CaledonianMercury_0002
339	437	433	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0003	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0004
986	1333	1313	1830	08	03	Freeman’s Journal	1830.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0001	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
234	356	358	1830	08	03	Freeman’s Journal	1830.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0002	1830	08	02	Caledonian Mercury	1830.08.02_CaledonianMercury_0003
1050	1360	1347	1830	08	03	Freeman’s Journal	1830.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0002	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
365	447	457	1830	08	03	Freeman’s Journal	1830.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0002	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0004
348	485	480	1830	08	03	Freeman’s Journal	1830.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0003	1830	08	01	Examiner	1830.08.01_TheExaminer_0010
224	381	385	1830	08	03	Freeman’s Journal	1830.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0004	1830	08	02	Caledonian Mercury	1830.08.02_CaledonianMercury_0003
293	425	416	1830	08	03	Freeman’s Journal	1830.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0004	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0004
222	339	331	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0001	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
215	285	281	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0002	1830	08	01	Examiner	1830.08.01_TheExaminer_0010
347	483	507	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0002	1830	08	02	Caledonian Mercury	1830.08.02_CaledonianMercury_0002
459	597	600	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0002	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0003
551	699	723	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0002	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0004
307	448	459	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0002	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0003
248	355	349	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0004	1830	08	01	Examiner	1830.08.01_TheExaminer_0008
243	348	353	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0004	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0002
227	287	278	1830	08	03	Bristol Mercury	1830.08.03_TheBristolMercury_0001	1830	08	01	Examiner	1830.08.01_TheExaminer_0008
445	632	646	1830	08	03	Bristol Mercury	1830.08.03_TheBristolMercury_0001	1830	08	02	Caledonian Mercury	1830.08.02_CaledonianMercury_0002
425	517	516	1830	08	03	Bristol Mercury	1830.08.03_TheBristolMercury_0001	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0004
333	471	464	1830	08	03	Bristol Mercury	1830.08.03_TheBristolMercury_0001	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0003
293	399	386	1830	08	03	Bristol Mercury	1830.08.03_TheBristolMercury_0001	1830	08	03	Belfast News-Letter	1830.08.03_TheBelfastNews-Letter_0002
255	304	307	1830	08	03	Bristol Mercury	1830.08.03_TheBristolMercury_0004	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0002
254	335	325	1830	08	03	Hull Packet	1830.08.03_TheHullPacketandHumberMercury_0003	1830	08	01	Examiner	1830.08.01_TheExaminer_0008
311	429	425	1830	08	03	Hull Packet	1830.08.03_TheHullPacketandHumberMercury_0003	1830	08	02	Hampshire/Portsmouth Telegraph	1830.08.02_HampshireTelegraphandSussexChronicleetc_0002
2888	3680	3678	1830	08	04	Freeman’s Journal	1830.08.04_Freeman'sJournalandDailyCommercialAdvertiser_0002	1830	08	02	Freeman’s Journal	1830.08.02_Freeman'sJournalandDailyCommercialAdvertiser_0001
982	1367	1383	1830	08	04	Freeman’s Journal	1830.08.04_Freeman'sJournalandDailyCommercialAdvertiser_0002	1830	08	03	Freeman’s Journal	1830.08.03_Freeman'sJournalandDailyCommercialAdvertiser_0001
