PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
227	270	273	1837	06	01	Freeman’s Journal	1837.06.01_Freeman'sJournalandDailyCommercialAdvertiser_0002	1837	06	01	Caledonian Mercury	1837.06.01_CaledonianMercury_0002
2651	3250	3387	1837	06	02	Freeman’s Journal	1837.06.02_Freeman'sJournalandDailyCommercialAdvertiser_0001	1837	06	01	Freeman’s Journal	1837.06.01_Freeman'sJournalandDailyCommercialAdvertiser_0001
250	342	340	1837	06	02	Freeman’s Journal	1837.06.02_Freeman'sJournalandDailyCommercialAdvertiser_0002	1837	06	01	Freeman’s Journal	1837.06.01_Freeman'sJournalandDailyCommercialAdvertiser_0002
238	348	349	1837	06	02	Hull Packet	1837.06.02_TheHullPacket_0001	1837	06	02	Liverpool Mercury	1837.06.02_LiverpoolMercuryetc_0001
878	1199	1208	1837	06	02	Newcastle Courant	1837.06.02_TheNewcastleCourantetc_0002	1837	06	01	Caledonian Mercury	1837.06.01_CaledonianMercury_0001
291	392	409	1837	06	02	Newcastle Courant	1837.06.02_TheNewcastleCourantetc_0002	1837	06	02	Liverpool Mercury	1837.06.02_LiverpoolMercuryetc_0003
229	286	288	1837	06	02	Newcastle Courant	1837.06.02_TheNewcastleCourantetc_0002	1837	06	02	Liverpool Mercury	1837.06.02_LiverpoolMercuryetc_0005
289	444	432	1837	06	02	Newcastle Courant	1837.06.02_TheNewcastleCourantetc_0002	1837	06	02	Hull Packet	1837.06.02_TheHullPacket_0001
463	750	722	1837	06	02	Newcastle Courant	1837.06.02_TheNewcastleCourantetc_0003	1837	06	02	Hull Packet	1837.06.02_TheHullPacket_0003
229	327	322	1837	06	02	Newcastle Courant	1837.06.02_TheNewcastleCourantetc_0003	1837	06	02	Hull Packet	1837.06.02_TheHullPacket_0004
