PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
230	359	350	1835	04	02	Morning Chronicle	1835.04.02_TheMorningChronicle_0004	1835	04	01	Morning Chronicle	1835.04.01_TheMorningChronicle_0004
486	614	620	1835	04	02	Morning Chronicle	1835.04.02_TheMorningChronicle_0004	1835	04	02	Morning Chronicle	1835.04.02_TheMorningChronicle_0002
440	686	712	1835	04	02	Trewman’s Exeter Flying Post	1835.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1835	04	01	Derby Mercury	1835.04.01_TheDerbyMercury_0003
655	893	960	1835	04	02	Trewman’s Exeter Flying Post	1835.04.02_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004	1835	04	01	Derby Mercury	1835.04.01_TheDerbyMercury_0004
234	305	300	1835	04	03	Hull Packet	1835.04.03_TheHullPacket_0002	1835	04	01	Derby Mercury	1835.04.01_TheDerbyMercury_0001
293	391	392	1835	04	03	Hull Packet	1835.04.03_TheHullPacket_0002	1835	04	01	Derby Mercury	1835.04.01_TheDerbyMercury_0003
455	506	533	1835	04	03	Hull Packet	1835.04.03_TheHullPacket_0004	1835	04	01	Derby Mercury	1835.04.01_TheDerbyMercury_0002
540	742	779	1835	04	03	Morning Chronicle	1835.04.03_TheMorningChronicle_0004	1835	04	01	Morning Chronicle	1835.04.01_TheMorningChronicle_0004
268	420	424	1835	04	03	Morning Chronicle	1835.04.03_TheMorningChronicle_0004	1835	04	02	Morning Chronicle	1835.04.02_TheMorningChronicle_0004
539	654	675	1835	04	03	Morning Chronicle	1835.04.03_TheMorningChronicle_0004	1835	04	03	Morning Chronicle	1835.04.03_TheMorningChronicle_0001
546	812	792	1835	04	04	Caledonian Mercury	1835.04.04_CaledonianMercury_0002	1835	04	01	Morning Chronicle	1835.04.01_TheMorningChronicle_0002
231	315	325	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0001	1835	04	03	Liverpool Mercury	1835.04.03_LiverpoolMercuryetc_0003
1409	1824	1810	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0002	1835	04	01	Morning Chronicle	1835.04.01_TheMorningChronicle_0002
484	605	603	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0002	1835	04	01	Morning Chronicle	1835.04.01_TheMorningChronicle_0003
505	729	752	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0002	1835	04	01	Morning Chronicle	1835.04.01_TheMorningChronicle_0004
294	403	407	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0002	1835	04	02	Morning Chronicle	1835.04.02_TheMorningChronicle_0002
1069	1435	1433	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0002	1835	04	02	Morning Chronicle	1835.04.02_TheMorningChronicle_0004
219	325	327	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0002	1835	04	04	Caledonian Mercury	1835.04.04_CaledonianMercury_0002
499	759	763	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0003	1835	04	02	Morning Chronicle	1835.04.02_TheMorningChronicle_0004
229	354	347	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0003	1835	04	03	Liverpool Mercury	1835.04.03_LiverpoolMercuryetc_0007
341	480	492	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0003	1835	04	03	Liverpool Mercury	1835.04.03_LiverpoolMercuryetc_0008
387	478	502	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0004	1835	04	01	Derby Mercury	1835.04.01_TheDerbyMercury_0002
545	864	863	1835	04	04	Preston Chronicle	1835.04.04_PrestonChronicle_0004	1835	04	03	Liverpool Mercury	1835.04.03_LiverpoolMercuryetc_0003
