PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
584	879	853	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0001	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0001
1492	2253	2311	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0004	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0004
308	527	517	1808	07	05	Hull Packet	1808.07.05_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1808	07	02	Jackson’s Oxford Journal	1808.07.02_Jackson'sOxfordJournal_0001
221	358	365	1808	07	05	Hull Packet	1808.07.05_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0001	1808	07	04	Hampshire/Portsmouth Telegraph	1808.07.04_HampshireTelegraphandSussexChronicleetc_0004
1271	1880	1857	1808	07	05	Hull Packet	1808.07.05_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0004	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0002
291	492	501	1808	07	05	Morning Chronicle	1808.07.05_TheMorningChronicle_0004	1808	07	01	Morning Chronicle	1808.07.01_TheMorningChronicle_0004
265	408	396	1808	07	06	Aberdeen Journal	1808.07.06_TheAberdeenJournal_0002	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0002
292	398	382	1808	07	06	Aberdeen Journal	1808.07.06_TheAberdeenJournal_0002	1808	07	02	Ipswich Journal	1808.07.02_TheIpswichJournal_0002
379	569	574	1808	07	06	Aberdeen Journal	1808.07.06_TheAberdeenJournal_0003	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0003
239	396	387	1808	07	06	Aberdeen Journal	1808.07.06_TheAberdeenJournal_0003	1808	07	02	Jackson’s Oxford Journal	1808.07.02_Jackson'sOxfordJournal_0001
311	524	518	1808	07	06	Aberdeen Journal	1808.07.06_TheAberdeenJournal_0003	1808	07	02	Leeds Mercury	1808.07.02_TheLeedsMercury_0002
303	436	426	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0001	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0001
202	281	289	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0001	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0004
511	699	711	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0001	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0001
231	315	317	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0001	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0004
541	766	741	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0002	1808	07	02	Morning Chronicle	1808.07.02_TheMorningChronicle_0002
281	446	459	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0002	1808	07	04	Morning Chronicle	1808.07.04_TheMorningChronicle_0002
1214	1801	1832	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0004	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0004
248	402	394	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0004	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0003
1260	1789	1775	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0004	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0004
461	742	735	1808	07	07	Derby Mercury	1808.07.07_TheDerbyMercury_0001	1808	07	02	Morning Chronicle	1808.07.02_TheMorningChronicle_0002
206	306	290	1808	07	07	Derby Mercury	1808.07.07_TheDerbyMercury_0001	1808	07	02	Morning Chronicle	1808.07.02_TheMorningChronicle_0003
318	496	513	1808	07	07	Morning Chronicle	1808.07.07_TheMorningChronicle_0004	1808	07	05	Morning Chronicle	1808.07.05_TheMorningChronicle_0004
295	443	465	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0001	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0001
246	357	349	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0001	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0001
406	648	625	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0002	1808	07	04	Morning Chronicle	1808.07.04_TheMorningChronicle_0002
203	266	265	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0003	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0001
426	625	625	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0003	1808	07	06	Aberdeen Journal	1808.07.06_TheAberdeenJournal_0004
261	411	397	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0004	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0001
1812	2485	2499	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0004	1808	07	02	Caledonian Mercury	1808.07.02_CaledonianMercury_0004
200	288	287	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0004	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0001
729	965	995	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0004	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0003
773	1050	1042	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0004	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0004
229	298	288	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0004	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0001
857	1107	1082	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0004	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0004
383	524	553	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0001	1808	07	02	Jackson’s Oxford Journal	1808.07.02_Jackson'sOxfordJournal_0002
268	430	410	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0001	1808	07	02	Morning Chronicle	1808.07.02_TheMorningChronicle_0002
275	425	411	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0001	1808	07	07	Derby Mercury	1808.07.07_TheDerbyMercury_0001
242	386	391	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0002	1808	07	02	Jackson’s Oxford Journal	1808.07.02_Jackson'sOxfordJournal_0002
387	584	580	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0002	1808	07	05	Morning Chronicle	1808.07.05_TheMorningChronicle_0002
227	380	395	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0002	1808	07	07	Derby Mercury	1808.07.07_TheDerbyMercury_0002
283	448	455	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0002	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0002
729	1041	1019	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0003	1808	07	02	Jackson’s Oxford Journal	1808.07.02_Jackson'sOxfordJournal_0003
636	985	959	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0004	1808	07	02	Jackson’s Oxford Journal	1808.07.02_Jackson'sOxfordJournal_0001
543	834	821	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0004	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0002
204	375	372	1808	07	09	Ipswich Journal	1808.07.09_TheIpswichJournal_0001	1808	07	02	Ipswich Journal	1808.07.02_TheIpswichJournal_0001
401	599	603	1808	07	09	Ipswich Journal	1808.07.09_TheIpswichJournal_0004	1808	07	05	Morning Chronicle	1808.07.05_TheMorningChronicle_0002
394	645	641	1808	07	09	Ipswich Journal	1808.07.09_TheIpswichJournal_0004	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0002
528	766	816	1808	07	09	Ipswich Journal	1808.07.09_TheIpswichJournal_0004	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0004
222	369	372	1808	07	09	Leeds Mercury	1808.07.09_TheLeedsMercury_0002	1808	07	05	Morning Chronicle	1808.07.05_TheMorningChronicle_0002
292	508	509	1808	07	09	Leeds Mercury	1808.07.09_TheLeedsMercury_0002	1808	07	07	Caledonian Mercury	1808.07.07_CaledonianMercury_0002
224	364	369	1808	07	09	Leeds Mercury	1808.07.09_TheLeedsMercury_0002	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0002
338	535	540	1808	07	10	Examiner	1808.07.10_TheExaminer_0004	1808	07	04	Morning Chronicle	1808.07.04_TheMorningChronicle_0002
900	1135	1157	1808	07	10	Examiner	1808.07.10_TheExaminer_0004	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0002
280	422	418	1808	07	10	Examiner	1808.07.10_TheExaminer_0005	1808	07	05	Morning Chronicle	1808.07.05_TheMorningChronicle_0002
343	552	542	1808	07	10	Examiner	1808.07.10_TheExaminer_0005	1808	07	09	Jackson’s Oxford Journal	1808.07.09_Jackson'sOxfordJournal_0002
251	394	391	1808	07	10	Examiner	1808.07.10_TheExaminer_0005	1808	07	09	Ipswich Journal	1808.07.09_TheIpswichJournal_0004
350	494	491	1808	07	11	Caledonian Mercury	1808.07.11_CaledonianMercury_0001	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0001
354	544	551	1808	07	11	Caledonian Mercury	1808.07.11_CaledonianMercury_0001	1808	07	09	Caledonian Mercury	1808.07.09_CaledonianMercury_0001
240	402	387	1808	07	11	Caledonian Mercury	1808.07.11_CaledonianMercury_0002	1808	07	08	Morning Chronicle	1808.07.08_TheMorningChronicle_0003
448	628	632	1808	07	11	Caledonian Mercury	1808.07.11_CaledonianMercury_0003	1808	07	04	Caledonian Mercury	1808.07.04_CaledonianMercury_0003
207	301	304	1808	07	11	Caledonian Mercury	1808.07.11_CaledonianMercury_0003	1808	07	06	Aberdeen Journal	1808.07.06_TheAberdeenJournal_0002
