PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
235	319	320	1817	06	05	Trewman’s Exeter Flying Post	1817.06.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1817	06	02	Caledonian Mercury	1817.06.02_CaledonianMercury_0003
285	470	460	1817	06	05	Trewman’s Exeter Flying Post	1817.06.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1817	06	05	Derby Mercury	1817.06.05_TheDerbyMercury_0004
258	432	417	1817	06	07	Jackson’s Oxford Journal	1817.06.07_Jackson'sOxfordJournal_0004	1817	06	05	Trewman’s Exeter Flying Post	1817.06.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
205	347	363	1817	06	08	Examiner	1817.06.08_TheExaminer_0013	1817	06	02	Morning Chronicle	1817.06.02_TheMorningChronicle_0003
352	478	467	1817	06	09	Caledonian Mercury	1817.06.09_CaledonianMercury_0002	1817	06	05	Morning Chronicle	1817.06.05_TheMorningChronicle_0002
249	370	394	1817	06	10	Hull Packet	1817.06.10_TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser_0004	1817	06	05	Trewman’s Exeter Flying Post	1817.06.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
307	479	466	1817	06	10	Morning Chronicle	1817.06.10_TheMorningChronicle_0004	1817	06	05	Morning Chronicle	1817.06.05_TheMorningChronicle_0003
474	740	733	1817	06	12	Caledonian Mercury	1817.06.12_CaledonianMercury_0002	1817	06	05	Caledonian Mercury	1817.06.05_CaledonianMercury_0001
218	310	322	1817	06	12	Caledonian Mercury	1817.06.12_CaledonianMercury_0003	1817	06	02	Caledonian Mercury	1817.06.02_CaledonianMercury_0001
244	385	386	1817	06	12	Caledonian Mercury	1817.06.12_CaledonianMercury_0003	1817	06	05	Caledonian Mercury	1817.06.05_CaledonianMercury_0001
238	389	375	1817	06	12	Caledonian Mercury	1817.06.12_CaledonianMercury_0004	1817	06	05	Caledonian Mercury	1817.06.05_CaledonianMercury_0004
932	1569	1564	1817	06	12	Caledonian Mercury	1817.06.12_CaledonianMercury_0004	1817	06	06	Morning Chronicle	1817.06.06_TheMorningChronicle_0003
