PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
212	278	287	1826	02	02	Caledonian Mercury	1826.02.02_CaledonianMercury_0002	1826	02	01	Derby Mercury	1826.02.01_TheDerbyMercury_0004
334	434	439	1826	02	03	Glasgow Herald	1826.02.03_GlasgowHerald_0004	1826	02	02	Caledonian Mercury	1826.02.02_CaledonianMercury_0004
373	508	529	1826	02	04	Ipswich Journal	1826.02.04_TheIpswichJournal_0001	1826	02	01	Derby Mercury	1826.02.01_TheDerbyMercury_0001
223	327	338	1826	02	04	Newcastle Courant	1826.02.04_TheNewcastleCourantetc_0001	1826	02	04	Caledonian Mercury	1826.02.04_CaledonianMercury_0001
368	478	499	1826	02	04	Newcastle Courant	1826.02.04_TheNewcastleCourantetc_0002	1826	02	01	Derby Mercury	1826.02.01_TheDerbyMercury_0001
536	769	777	1826	02	04	Newcastle Courant	1826.02.04_TheNewcastleCourantetc_0002	1826	02	04	Ipswich Journal	1826.02.04_TheIpswichJournal_0001
391	466	489	1826	02	05	Examiner	1826.02.05_TheExaminer_0006	1826	02	02	Morning Chronicle	1826.02.02_TheMorningChronicle_0002
296	377	392	1826	02	05	Examiner	1826.02.05_TheExaminer_0006	1826	02	04	Cobbett’s Weekly Political Register	1826.02.04_Cobbett'sWeeklyPoliticalRegister_0004
285	413	414	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0001	1826	02	02	Caledonian Mercury	1826.02.02_CaledonianMercury_0001
286	435	425	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0001	1826	02	04	Caledonian Mercury	1826.02.04_CaledonianMercury_0001
334	468	450	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0001	1826	02	04	Caledonian Mercury	1826.02.04_CaledonianMercury_0003
334	472	451	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0001	1826	02	04	Newcastle Courant	1826.02.04_TheNewcastleCourantetc_0001
284	392	390	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0002	1826	02	04	Cobbett’s Weekly Political Register	1826.02.04_Cobbett'sWeeklyPoliticalRegister_0004
623	871	871	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0002	1826	02	04	Ipswich Journal	1826.02.04_TheIpswichJournal_0002
416	598	577	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0002	1826	02	05	Examiner	1826.02.05_TheExaminer_0006
486	568	608	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0003	1826	02	02	Morning Chronicle	1826.02.02_TheMorningChronicle_0002
435	517	506	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0003	1826	02	05	Examiner	1826.02.05_TheExaminer_0006
242	295	298	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0004	1826	02	03	Liverpool Mercury	1826.02.03_LiverpoolMercuryetc_0007
1398	1899	1914	1826	02	06	Glasgow Herald	1826.02.06_GlasgowHerald_0001	1826	02	02	Caledonian Mercury	1826.02.02_CaledonianMercury_0003
793	1013	987	1826	02	06	Glasgow Herald	1826.02.06_GlasgowHerald_0001	1826	02	04	Caledonian Mercury	1826.02.04_CaledonianMercury_0004
224	367	376	1826	02	06	Glasgow Herald	1826.02.06_GlasgowHerald_0002	1826	02	04	Ipswich Journal	1826.02.04_TheIpswichJournal_0002
239	356	353	1826	02	06	Glasgow Herald	1826.02.06_GlasgowHerald_0002	1826	02	05	Examiner	1826.02.05_TheExaminer_0006
744	1119	1167	1826	02	06	Glasgow Herald	1826.02.06_GlasgowHerald_0002	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0002
205	328	322	1826	02	06	Glasgow Herald	1826.02.06_GlasgowHerald_0003	1826	02	02	Caledonian Mercury	1826.02.02_CaledonianMercury_0003
236	353	363	1826	02	06	Hampshire/Portsmouth Telegraph	1826.02.06_HampshireTelegraphandSussexChronicleetc_0001	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0001
383	594	616	1826	02	06	Hampshire/Portsmouth Telegraph	1826.02.06_HampshireTelegraphandSussexChronicleetc_0003	1826	02	02	Morning Chronicle	1826.02.02_TheMorningChronicle_0002
542	879	859	1826	02	06	Hampshire/Portsmouth Telegraph	1826.02.06_HampshireTelegraphandSussexChronicleetc_0003	1826	02	05	Examiner	1826.02.05_TheExaminer_0006
484	782	780	1826	02	06	Hampshire/Portsmouth Telegraph	1826.02.06_HampshireTelegraphandSussexChronicleetc_0003	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0002
417	641	636	1826	02	06	Hampshire/Portsmouth Telegraph	1826.02.06_HampshireTelegraphandSussexChronicleetc_0003	1826	02	06	Caledonian Mercury	1826.02.06_CaledonianMercury_0003
210	357	353	1826	02	06	Bristol Mercury	1826.02.06_TheBristolMercury_0001	1826	02	04	Leeds Mercury	1826.02.04_TheLeedsMercury_0002
296	440	442	1826	02	06	Morning Chronicle	1826.02.06_TheMorningChronicle_0002	1826	02	04	Leeds Mercury	1826.02.04_TheLeedsMercury_0004
