PM	OL	OR	RYEAR	RMONTH	RDAY	RTITLE	RFILENAME	OYEAR	OMONTH	ODAY	OTITLE	OFILENAME
544	887	867	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002	1804	08	01	Morning Chronicle	1804.08.01_TheMorningChronicle_0002
309	461	443	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002	1804	08	01	Morning Chronicle	1804.08.01_TheMorningChronicle_0003
290	487	479	1804	08	04	Cobbett’s Weekly Political Register	1804.08.04_Cobbett'sWeeklyPoliticalRegister_0013	1804	08	01	Morning Chronicle	1804.08.01_TheMorningChronicle_0002
362	554	552	1804	08	04	Cobbett’s Weekly Political Register	1804.08.04_Cobbett'sWeeklyPoliticalRegister_0013	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002
221	301	305	1804	08	04	Cobbett’s Weekly Political Register	1804.08.04_Cobbett'sWeeklyPoliticalRegister_0014	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002
565	972	960	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0001	1804	08	01	Morning Chronicle	1804.08.01_TheMorningChronicle_0002
925	1404	1419	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0001	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002
439	674	684	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0001	1804	08	04	Cobbett’s Weekly Political Register	1804.08.04_Cobbett'sWeeklyPoliticalRegister_0013
223	349	338	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0003	1804	08	03	Morning Chronicle	1804.08.03_TheMorningChronicle_0002
244	384	383	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0004	1804	08	02	Caledonian Mercury	1804.08.02_CaledonianMercury_0002
256	414	427	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0004	1804	08	02	Derby Mercury	1804.08.02_TheDerbyMercury_0002
229	356	369	1804	08	04	Ipswich Journal	1804.08.04_TheIpswichJournal_0002	1804	08	02	Morning Chronicle	1804.08.02_TheMorningChronicle_0003
203	344	330	1804	08	04	Ipswich Journal	1804.08.04_TheIpswichJournal_0004	1804	08	01	Morning Chronicle	1804.08.01_TheMorningChronicle_0002
285	424	422	1804	08	04	Ipswich Journal	1804.08.04_TheIpswichJournal_0004	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002
215	384	375	1804	08	04	Ipswich Journal	1804.08.04_TheIpswichJournal_0004	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0001
444	672	684	1804	08	06	Caledonian Mercury	1804.08.06_CaledonianMercury_0002	1804	08	03	Morning Chronicle	1804.08.03_TheMorningChronicle_0002
221	365	364	1804	08	06	Caledonian Mercury	1804.08.06_CaledonianMercury_0002	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0004
321	424	438	1804	08	06	Hampshire/Portsmouth Telegraph	1804.08.06_HampshireTelegraphandSussexChronicleetc_0001	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002
366	516	515	1804	08	06	Hampshire/Portsmouth Telegraph	1804.08.06_HampshireTelegraphandSussexChronicleetc_0001	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0001
391	590	582	1804	08	06	Hampshire/Portsmouth Telegraph	1804.08.06_HampshireTelegraphandSussexChronicleetc_0002	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002
218	336	323	1804	08	06	Hampshire/Portsmouth Telegraph	1804.08.06_HampshireTelegraphandSussexChronicleetc_0002	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0001
225	317	316	1804	08	06	Hampshire/Portsmouth Telegraph	1804.08.06_HampshireTelegraphandSussexChronicleetc_0004	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002
289	401	407	1804	08	06	Hampshire/Portsmouth Telegraph	1804.08.06_HampshireTelegraphandSussexChronicleetc_0004	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0004
226	374	371	1804	08	06	Hampshire/Portsmouth Telegraph	1804.08.06_HampshireTelegraphandSussexChronicleetc_0004	1804	08	04	Ipswich Journal	1804.08.04_TheIpswichJournal_0001
272	453	440	1804	08	07	Hull Packet	1804.08.07_TheHullPacket_0004	1804	08	01	Morning Chronicle	1804.08.01_TheMorningChronicle_0002
245	364	378	1804	08	07	Hull Packet	1804.08.07_TheHullPacket_0004	1804	08	02	Derby Mercury	1804.08.02_TheDerbyMercury_0004
364	538	533	1804	08	07	Hull Packet	1804.08.07_TheHullPacket_0004	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0002
208	306	299	1804	08	07	Hull Packet	1804.08.07_TheHullPacket_0004	1804	08	04	Cobbett’s Weekly Political Register	1804.08.04_Cobbett'sWeeklyPoliticalRegister_0014
274	466	459	1804	08	07	Hull Packet	1804.08.07_TheHullPacket_0004	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0001
232	388	390	1804	08	07	Hull Packet	1804.08.07_TheHullPacket_0004	1804	08	04	Ipswich Journal	1804.08.04_TheIpswichJournal_0004
200	300	294	1804	08	07	Hull Packet	1804.08.07_TheHullPacket_0004	1804	08	06	Hampshire/Portsmouth Telegraph	1804.08.06_HampshireTelegraphandSussexChronicleetc_0001
1232	1886	1931	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0001	1804	08	01	Aberdeen Journal	1804.08.01_TheAberdeenJournal_0001
371	615	605	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0001	1804	08	01	Aberdeen Journal	1804.08.01_TheAberdeenJournal_0004
288	436	438	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0002	1804	08	02	Caledonian Mercury	1804.08.02_CaledonianMercury_0002
260	399	413	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0002	1804	08	02	Derby Mercury	1804.08.02_TheDerbyMercury_0002
260	469	448	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0002	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0003
270	404	407	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0002	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0004
201	333	326	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0002	1804	08	07	Hull Packet	1804.08.07_TheHullPacket_0004
250	366	352	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0003	1804	08	02	Caledonian Mercury	1804.08.02_CaledonianMercury_0003
211	312	297	1804	08	08	Aberdeen Journal	1804.08.08_TheAberdeenJournal_0003	1804	08	04	Jackson’s Oxford Journal	1804.08.04_Jackson'sOxfordJournal_0001
204	355	357	1804	08	08	Morning Chronicle	1804.08.08_TheMorningChronicle_0001	1804	08	07	Morning Chronicle	1804.08.07_TheMorningChronicle_0002
266	445	440	1804	08	09	Caledonian Mercury	1804.08.09_CaledonianMercury_0001	1804	08	04	Caledonian Mercury	1804.08.04_CaledonianMercury_0004
272	429	440	1804	08	09	Caledonian Mercury	1804.08.09_CaledonianMercury_0001	1804	08	06	Caledonian Mercury	1804.08.06_CaledonianMercury_0001
393	586	560	1804	08	09	Caledonian Mercury	1804.08.09_CaledonianMercury_0002	1804	08	07	Morning Chronicle	1804.08.07_TheMorningChronicle_0002
260	351	353	1804	08	09	Caledonian Mercury	1804.08.09_CaledonianMercury_0003	1804	08	06	Morning Chronicle	1804.08.06_TheMorningChronicle_0002
268	498	488	1804	08	09	Caledonian Mercury	1804.08.09_CaledonianMercury_0004	1804	08	02	Caledonian Mercury	1804.08.02_CaledonianMercury_0004
240	379	372	1804	08	09	Derby Mercury	1804.08.09_TheDerbyMercury_0001	1804	08	02	Derby Mercury	1804.08.02_TheDerbyMercury_0001
