YEAR	MONTH	DAY	TITLE	PAGE
1811	04	01	Hampshire/Portsmouth Telegraph	0004
1811	04	01	Morning Chronicle	0002
1811	04	02	Morning Chronicle	0003
1811	04	01	Morning Chronicle	0003
1811	04	04	Trewman’s Exeter Flying Post	0001
1811	04	08	Morning Chronicle	0001
1811	04	08	Morning Chronicle	0002
1811	04	01	Caledonian Mercury	0002
1811	04	10	Cobbett’s Weekly Political Register	0011
1811	04	10	Cobbett’s Weekly Political Register	0012
1811	04	10	Cobbett’s Weekly Political Register	0013
1811	04	06	Ipswich Journal	0003
1811	04	10	Morning Chronicle	0002
1811	04	11	Trewman’s Exeter Flying Post	0004
1811	04	01	Caledonian Mercury	0001
1811	04	13	Cobbett’s Weekly Political Register	0014
1811	04	13	Cobbett’s Weekly Political Register	0015
1811	04	15	Morning Chronicle	0002
1811	04	13	Jackson’s Oxford Journal	0002
1811	04	08	Caledonian Mercury	0002
1811	04	08	Caledonian Mercury	0003
1811	04	16	Morning Chronicle	0002
1811	04	17	Cobbett’s Weekly Political Register	0010
1811	04	18	Trewman’s Exeter Flying Post	0003
1811	04	21	Examiner	0003
1811	04	20	Jackson’s Oxford Journal	0002
1811	04	20	Morning Chronicle	0002
1811	04	24	Cobbett’s Weekly Political Register	0011
1811	04	20	Ipswich Journal	0001
1811	04	04	Trewman’s Exeter Flying Post	0004
1811	04	26	Morning Chronicle	0002
1811	04	27	Cobbett’s Weekly Political Register	0014
1811	04	27	Cobbett’s Weekly Political Register	0015
1811	04	27	Caledonian Mercury	0002
1811	04	25	Derby Mercury	0002
1811	04	22	Caledonian Mercury	0004
